vehicle_id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
ARMOR-T90-03804,307.8,317.9,2421,37.7,62
ARMOR-T90-03805,298.4,313.9,1481,51.1,178
ARMOR-T90-03806,307.6,315.9,2085,46.1,172
ARMOR-T90-03807,300.6,310.4,2224,38.7,238
ARMOR-T90-03808,299.5,315.0,1922,74.4,236
ARMOR-T90-03809,295.7,305.5,2555,48.8,32
ARMOR-T90-03810,295.7,306.6,2435,73.3,212
ARMOR-T90-03811,304.0,307.6,1286,22.4,59
ARMOR-T90-03812,301.0,310.2,1864,24.9,122
ARMOR-T90-03813,297.9,316.0,2061,83.4,1
ARMOR-T90-03814,303.0,309.5,1260,56.1,140
ARMOR-T90-03815,298.3,313.5,1996,50.7,193
ARMOR-T90-03816,302.5,314.2,1294,51.6,56
ARMOR-T90-03817,299.7,312.6,1985,30.1,170
ARMOR-T90-03818,305.7,309.6,2776,65.3,44
ARMOR-T90-03819,305.7,312.5,2370,20.9,30
ARMOR-T90-03820,301.2,309.4,2469,55.1,137
ARMOR-T90-03821,299.6,306.1,2160,55.0,22
ARMOR-T90-03822,299.7,317.9,1496,79.0,213
ARMOR-T90-03823,305.5,306.7,2346,51.8,238
ARMOR-T90-03824,299.3,305.9,1893,24.6,28
ARMOR-T90-03825,297.7,316.4,2679,55.1,224
ARMOR-T90-03826,296.1,308.9,1598,21.4,30
ARMOR-T90-03827,301.1,313.5,2145,29.3,205
ARMOR-T90-03828,301.3,309.3,2454,17.2,201
ARMOR-T90-03829,305.9,310.1,1733,50.9,17
ARMOR-T90-03830,297.9,308.4,1601,20.9,10
ARMOR-T90-03831,300.0,309.5,1329,47.9,102
ARMOR-T90-03832,305.5,310.3,1491,80.3,46
ARMOR-T90-03833,305.7,314.4,1475,65.4,2
ARMOR-T90-03834,300.0,311.6,2111,20.4,129
ARMOR-T90-03835,301.0,317.3,2599,30.7,181
ARMOR-T90-03836,298.9,305.5,2125,62.2,71
ARMOR-T90-03837,307.1,311.5,1254,77.6,158
ARMOR-T90-03838,296.5,312.6,1938,17.3,135
ARMOR-T90-03839,307.1,317.0,2249,71.9,170
ARMOR-T90-03840,303.9,305.6,2664,54.3,175
ARMOR-T90-03841,301.9,312.5,1964,53.2,129
ARMOR-T90-03842,295.4,316.1,2420,82.0,21
ARMOR-T90-03843,301.2,308.1,1841,67.3,123
ARMOR-T90-03844,300.3,316.4,2466,74.5,132
ARMOR-T90-03845,297.1,305.2,1923,39.8,134
ARMOR-T90-03846,303.5,314.5,2413,53.8,19
ARMOR-T90-03847,307.6,317.1,2001,58.1,219
ARMOR-T90-03848,302.3,313.5,1937,37.5,76
ARMOR-T90-03849,304.3,310.7,1957,54.9,129
ARMOR-T90-03850,295.9,305.6,2791,31.6,31
ARMOR-T90-03851,300.4,317.0,1766,25.0,89
ARMOR-T90-03852,296.5,311.1,2499,41.2,2
ARMOR-T90-03853,303.0,305.4,2632,66.8,168
ARMOR-T90-03854,307.2,314.0,1539,79.1,41
ARMOR-T90-03855,303.6,311.3,1352,47.0,247
ARMOR-T90-03856,296.0,306.6,2788,60.0,76
ARMOR-T90-03857,299.6,307.8,2621,22.2,248
ARMOR-T90-03858,302.2,305.8,2667,78.3,212
ARMOR-T90-03859,300.2,312.5,2203,54.8,172
ARMOR-T90-03860,305.8,313.1,1626,69.6,100
ARMOR-T90-03861,305.6,311.6,2202,70.6,214
ARMOR-T90-03862,303.0,315.6,2710,33.0,198
ARMOR-T90-03863,299.9,316.2,1403,52.0,144
ARMOR-T90-03864,298.3,313.0,2335,82.2,219
ARMOR-T90-03865,296.4,305.2,1524,21.3,127
ARMOR-T90-03866,299.6,314.0,2481,62.8,46
ARMOR-T90-03867,300.4,310.4,2149,82.4,221
ARMOR-T90-03868,303.8,312.4,2751,36.0,196
ARMOR-T90-03869,303.6,313.4,2150,75.3,151
ARMOR-T90-03870,295.9,309.6,2573,80.4,198
ARMOR-T90-03871,300.1,316.9,2138,67.3,122
ARMOR-T90-03872,297.4,306.7,2156,31.2,33
ARMOR-T90-03873,297.0,313.7,2093,38.4,247
ARMOR-T90-03874,305.8,305.1,1634,17.5,177
ARMOR-T90-03875,295.5,317.0,2649,73.2,41
ARMOR-T90-03876,300.4,306.5,2503,74.5,32
ARMOR-T90-03877,297.2,306.2,1570,59.3,122
ARMOR-T90-03878,306.4,309.3,2132,39.7,26
ARMOR-T90-03879,302.2,309.9,1448,20.4,205
ARMOR-T90-03880,298.0,307.8,2090,67.7,58
ARMOR-T90-03881,301.5,312.6,1380,65.9,146
ARMOR-T90-03882,304.5,310.8,1902,78.9,239
ARMOR-T90-03883,307.5,305.4,2198,66.1,114
ARMOR-T90-03884,297.9,309.2,1277,73.0,229
ARMOR-T90-03885,306.5,315.5,2118,67.2,203
ARMOR-T90-03886,307.1,314.0,2084,59.1,130
ARMOR-T90-03887,306.9,314.4,1535,44.9,198
ARMOR-T90-03888,303.3,314.1,1249,78.1,127
ARMOR-T90-03889,303.2,309.0,1284,60.6,119
ARMOR-T90-03890,300.2,306.3,1894,42.9,226
ARMOR-T90-03891,304.8,308.5,1203,20.8,152
ARMOR-T90-03892,301.9,315.8,2192,35.3,112
ARMOR-T90-03893,303.8,317.7,1516,53.1,14
ARMOR-T90-03894,300.6,311.4,2334,34.3,82
ARMOR-T90-03895,304.5,305.1,2557,30.5,187
ARMOR-T90-03896,305.7,306.8,1962,51.9,82
ARMOR-T90-03897,296.9,309.2,2356,26.9,22
ARMOR-T90-03898,305.8,312.5,1811,71.0,10
ARMOR-T90-03899,302.0,306.0,2204,48.9,186
ARMOR-T90-03900,306.0,317.3,2113,55.2,212
ARMOR-T90-03901,300.6,309.7,1998,25.3,115
ARMOR-T90-03902,299.9,316.9,1318,37.7,161
ARMOR-T90-03903,306.9,315.1,1549,43.7,102
ARMOR-T90-03904,298.3,314.8,2116,71.6,242
ARMOR-T90-03905,306.0,312.9,1886,68.9,6
ARMOR-T90-03906,301.3,313.1,1741,30.6,105
ARMOR-T90-03907,301.7,313.3,2278,58.1,171
ARMOR-T90-03908,299.0,313.2,1560,32.0,246
ARMOR-T90-03909,302.4,312.2,1907,84.2,218
ARMOR-T90-03910,299.2,317.8,2676,81.6,191
ARMOR-T90-03911,295.5,314.5,2776,54.4,113
ARMOR-T90-03912,298.5,315.1,1884,63.9,22
ARMOR-T90-03913,295.1,316.3,1529,71.1,101
ARMOR-T90-03914,307.7,307.8,1418,65.5,57
ARMOR-T90-03915,307.6,306.1,1407,64.0,19
ARMOR-T90-03916,300.1,311.3,2044,82.1,154
ARMOR-T90-03917,304.5,311.7,1284,56.8,116
ARMOR-T90-03918,299.5,315.8,1884,59.5,187
ARMOR-T90-03919,303.7,310.8,1444,74.4,135
ARMOR-T90-03920,305.5,312.4,2071,61.9,100
ARMOR-T90-03921,307.3,311.9,2222,66.3,194
ARMOR-T90-03922,300.2,305.5,2558,31.4,1
ARMOR-T90-03923,305.2,313.0,2435,41.0,21
ARMOR-T90-03924,298.5,315.8,1795,25.3,69
ARMOR-T90-03925,307.9,307.0,1884,50.4,102
ARMOR-T90-03926,295.3,312.7,2406,46.9,103
ARMOR-T90-03927,302.8,312.7,2356,84.8,35
ARMOR-T90-03928,303.6,307.1,2213,57.8,107
ARMOR-T90-03929,303.9,306.6,2213,70.1,23
ARMOR-T90-03930,296.6,317.7,1549,38.4,139
ARMOR-T90-03931,307.2,310.1,1481,73.2,208
ARMOR-T90-03932,297.4,308.0,1492,58.1,21
ARMOR-T90-03933,303.1,307.2,2492,63.8,245
ARMOR-T90-03934,297.9,313.7,2420,35.6,82
ARMOR-T90-03935,299.0,312.9,2760,53.4,72
ARMOR-T90-03936,302.1,313.4,2183,59.4,203
ARMOR-T90-03937,300.4,306.1,1219,56.2,123
ARMOR-T90-03938,297.1,316.6,1958,79.1,223
ARMOR-T90-03939,297.2,310.1,1604,77.9,244
ARMOR-T90-03940,300.4,309.1,2338,83.0,222
ARMOR-T90-03941,304.8,311.0,1900,61.7,80
ARMOR-T90-03942,306.7,310.1,2179,83.0,150
ARMOR-T90-03943,296.1,316.2,1225,73.3,73
ARMOR-T90-03944,300.1,317.1,1765,34.0,190
ARMOR-T90-03945,296.3,308.9,1594,44.9,29
ARMOR-T90-03946,295.2,316.2,2200,31.7,146
ARMOR-T90-03947,303.6,315.2,2604,15.3,25
ARMOR-T90-03948,302.8,317.1,1722,28.2,217
ARMOR-T90-03949,297.1,308.2,2762,15.3,127
ARMOR-T90-03950,298.0,312.5,2061,65.4,10
ARMOR-T90-03951,295.3,308.6,2306,44.8,19
ARMOR-T90-03952,305.9,315.7,2001,36.9,117
ARMOR-T90-03953,307.7,305.1,1749,68.3,55
ARMOR-T90-03954,296.8,312.3,2668,73.3,172
ARMOR-T90-03955,298.0,309.4,1286,83.3,195
ARMOR-T90-03956,306.3,309.2,2032,59.9,46
ARMOR-T90-03957,307.0,313.4,1586,47.3,203
ARMOR-T90-03958,300.5,316.1,2162,36.4,88
ARMOR-T90-03959,295.7,312.9,1867,30.6,247
ARMOR-T90-03960,295.5,316.1,2621,29.9,57
ARMOR-T90-03961,302.5,308.4,1485,43.6,9
ARMOR-T90-03962,300.1,311.8,1897,84.4,21
ARMOR-T90-03963,295.4,310.9,2164,15.1,70
ARMOR-T90-03964,302.6,305.2,1568,28.8,23
ARMOR-T90-03965,295.1,312.2,1854,28.2,193
ARMOR-T90-03966,305.2,313.6,2645,65.2,95
ARMOR-T90-03967,299.0,312.7,1853,39.7,212
ARMOR-T90-03968,295.5,314.6,1896,47.0,188
ARMOR-T90-03969,302.6,312.4,2666,25.4,6
ARMOR-T90-03970,300.2,305.9,2743,43.3,71
ARMOR-T90-03971,307.7,306.5,2223,22.2,244
ARMOR-T90-03972,302.1,312.8,2114,52.3,242
ARMOR-T90-03973,298.6,308.6,1487,21.9,126
ARMOR-T90-03974,304.2,306.0,1294,70.3,37
ARMOR-T90-03975,298.5,310.6,1868,54.7,148
ARMOR-T90-03976,306.8,312.2,1240,65.7,135
ARMOR-T90-03977,299.9,309.3,1530,44.3,120
ARMOR-T90-03978,302.1,314.4,2378,41.7,88
ARMOR-T90-03979,295.7,313.4,1703,21.9,27
ARMOR-T90-03980,300.5,309.3,1474,51.7,91
ARMOR-T90-03981,305.8,314.8,2788,51.0,53
ARMOR-T90-03982,305.5,313.4,1378,47.8,158
ARMOR-T90-03983,297.9,313.3,1336,66.8,115
ARMOR-T90-03984,297.9,312.2,1966,73.3,227
ARMOR-T90-03985,305.6,305.1,2187,67.6,216
ARMOR-T90-03986,307.1,314.1,2403,25.1,115
ARMOR-T90-03987,296.2,309.9,2405,58.5,119
ARMOR-T90-03988,300.9,317.3,2482,20.6,40
ARMOR-T90-03989,299.4,315.6,1442,63.6,36
ARMOR-T90-03990,306.3,312.6,2319,41.7,124
ARMOR-T90-03991,296.1,308.3,1396,24.3,165
ARMOR-T90-03992,297.7,307.6,1725,75.3,178
ARMOR-T90-03993,304.8,309.4,1831,58.0,75
ARMOR-T90-03994,295.7,311.2,2610,39.8,36
ARMOR-T90-03995,301.4,308.8,1607,17.2,100
ARMOR-T90-03996,300.7,311.7,2492,52.6,30
ARMOR-T90-03997,299.3,307.1,2394,79.6,189
ARMOR-T90-03998,300.1,317.7,1890,56.7,145
ARMOR-T90-03999,301.9,306.4,1369,83.0,89
ARMOR-T90-04000,297.1,317.1,1358,24.6,5
ARMOR-T90-04001,302.4,316.9,2732,54.8,136
ARMOR-T90-04002,305.5,311.8,1646,70.9,138
ARMOR-T90-04003,304.9,314.4,2217,51.8,94
ARMOR-T90-04004,297.0,310.7,2305,21.4,118
ARMOR-T90-04005,296.9,313.2,2280,55.8,109
ARMOR-T90-04006,298.5,309.4,2742,57.8,119
ARMOR-T90-04007,299.7,308.9,1311,66.0,129
ARMOR-T90-04008,300.3,312.5,1247,68.3,122
ARMOR-T90-04009,303.8,311.5,1575,69.0,28
ARMOR-T90-04010,295.7,312.5,2027,61.4,109
ARMOR-T90-04011,295.5,308.7,1232,30.1,120
ARMOR-T90-04012,300.1,309.8,1703,43.3,178
ARMOR-T90-04013,304.1,306.1,1826,69.3,233
ARMOR-T90-04014,297.5,305.7,2226,81.7,68
ARMOR-T90-04015,303.3,308.3,2709,20.5,150
ARMOR-T90-04016,298.4,306.0,2739,52.5,227
ARMOR-T90-04017,306.5,306.3,1241,36.9,6
ARMOR-T90-04018,306.6,315.6,1208,30.8,127
ARMOR-T90-04019,298.9,305.5,2199,50.4,55
ARMOR-T90-04020,298.0,313.6,2018,57.4,126
ARMOR-T90-04021,300.3,308.5,1856,15.7,76
ARMOR-T90-04022,298.1,316.3,2365,69.6,233
ARMOR-T90-04023,303.7,311.3,1989,72.4,61
ARMOR-T90-04024,305.7,309.0,2659,82.6,73
ARMOR-T90-04025,303.8,311.7,2250,27.6,227
ARMOR-T90-04026,305.7,310.0,2266,56.6,207
ARMOR-T90-04027,300.2,312.3,2354,44.9,14
ARMOR-T90-04028,297.0,306.5,2439,38.4,52
ARMOR-T90-04029,304.6,318.0,2743,54.6,170
ARMOR-T90-04030,299.7,310.5,1797,69.8,210
ARMOR-T90-04031,303.7,309.5,2568,16.6,212
ARMOR-T90-04032,298.5,314.2,2731,82.9,119
ARMOR-T90-04033,296.1,309.7,2636,71.7,34
ARMOR-T90-04034,307.9,315.8,2135,67.6,206
ARMOR-T90-04035,297.0,310.9,2469,68.2,239
ARMOR-T90-04036,307.8,314.4,2672,42.2,13
ARMOR-T90-04037,307.7,306.4,2211,67.6,92
ARMOR-T90-04038,305.3,316.0,1220,42.1,196
ARMOR-T90-04039,303.6,314.6,2198,77.9,121
ARMOR-T90-04040,302.5,307.8,2631,27.4,176
ARMOR-T90-04041,306.3,306.9,1656,35.5,17
ARMOR-T90-04042,298.8,309.1,2667,53.6,178
ARMOR-T90-04043,301.1,317.7,2213,37.3,128
ARMOR-T90-04044,303.1,308.3,1464,44.7,124
ARMOR-T90-04045,300.3,310.9,1383,49.5,26
ARMOR-T90-04046,300.6,305.4,1426,74.9,63
ARMOR-T90-04047,299.3,310.2,2771,51.6,59
ARMOR-T90-04048,302.3,312.4,2469,40.4,218
ARMOR-T90-04049,306.1,317.4,2296,32.3,216
ARMOR-T90-04050,297.6,311.7,2373,43.6,168
ARMOR-T90-04051,307.1,315.6,2736,51.1,148
ARMOR-T90-04052,304.0,312.1,2292,67.2,13
ARMOR-T90-04053,305.7,305.5,2168,23.5,115
ARMOR-T90-04054,302.2,309.1,2004,30.5,244
ARMOR-T90-04055,305.1,312.5,2453,41.6,147
ARMOR-T90-04056,295.2,317.4,1922,40.2,91
ARMOR-T90-04057,305.6,316.2,2295,42.4,84
ARMOR-T90-04058,295.5,308.0,2201,70.5,86
ARMOR-T90-04059,306.6,307.9,2074,37.7,138
ARMOR-T90-04060,307.9,307.6,2620,50.1,119
ARMOR-T90-04061,298.8,317.0,1283,58.7,193
ARMOR-T90-04062,297.7,316.1,1939,31.3,83
ARMOR-T90-04063,304.9,315.1,2522,65.3,23
ARMOR-T90-04064,298.3,310.1,2516,53.3,118
ARMOR-T90-04065,306.3,311.6,1422,46.3,88
ARMOR-T90-04066,296.3,311.0,1992,71.7,36
ARMOR-T90-04067,296.6,308.3,1932,32.0,85
ARMOR-T90-04068,307.7,311.6,2439,76.8,126
ARMOR-T90-04069,303.8,305.4,2454,54.3,151
ARMOR-T90-04070,306.0,306.7,1604,57.6,14
ARMOR-T90-04071,299.2,316.5,2392,76.3,11
ARMOR-T90-04072,303.8,314.8,1528,72.2,237
ARMOR-T90-04073,302.7,310.5,1625,57.1,94
ARMOR-T90-04074,302.8,311.7,2777,67.7,234
ARMOR-T90-04075,303.9,309.8,1969,45.3,191
ARMOR-T90-04076,302.5,314.6,2419,53.3,30
ARMOR-T90-04077,300.6,315.2,1807,19.3,180
ARMOR-T90-04078,298.6,314.9,1725,21.3,93
ARMOR-T90-04079,305.0,314.4,1824,73.1,232
ARMOR-T90-04080,297.9,307.7,1276,19.2,83
ARMOR-T90-04081,304.0,309.4,2500,26.9,71
ARMOR-T90-04082,298.0,311.1,2119,70.7,43
ARMOR-T90-04083,303.1,309.3,2145,15.1,29
ARMOR-T90-04084,304.7,314.8,1665,34.8,34
ARMOR-T90-04085,297.8,309.3,2671,55.9,20
ARMOR-T90-04086,295.8,306.8,2543,56.7,110
ARMOR-T90-04087,296.7,310.2,2383,69.4,231
ARMOR-T90-04088,302.9,317.7,1691,50.4,62
ARMOR-T90-04089,306.0,307.9,1512,50.7,249
ARMOR-T90-04090,295.6,313.0,2384,65.8,91
ARMOR-T90-04091,304.5,310.6,1507,49.9,230
ARMOR-T90-04092,299.4,305.9,2369,57.6,144
ARMOR-T90-04093,301.2,311.3,2619,77.8,11
ARMOR-T90-04094,307.1,314.1,1890,43.1,243
ARMOR-T90-04095,299.3,311.7,1288,42.0,241
ARMOR-T90-04096,301.0,316.3,1934,15.2,145
ARMOR-T90-04097,295.2,308.8,1977,57.9,238
ARMOR-T90-04098,296.1,306.1,1950,17.1,246
ARMOR-T90-04099,298.4,317.2,2531,50.3,91
ARMOR-T90-04100,295.4,309.9,2769,71.3,59
ARMOR-T90-04101,303.2,312.5,1570,53.5,66
ARMOR-T90-04102,300.5,315.3,1650,33.9,114
ARMOR-T90-04103,302.1,309.2,1366,70.0,14
ARMOR-T90-04104,297.3,314.3,1591,33.9,15
ARMOR-T90-04105,298.8,306.8,1935,66.3,21
ARMOR-T90-04106,303.6,308.8,1690,57.7,117
ARMOR-T90-04107,307.5,306.9,2124,26.9,112
ARMOR-T90-04108,295.7,315.5,2373,78.4,94
ARMOR-T90-04109,306.6,307.9,2691,29.0,190
ARMOR-T90-04110,302.5,314.3,2266,84.3,158
ARMOR-T90-04111,302.3,317.3,2144,15.5,0
ARMOR-T90-04112,301.5,311.9,1228,33.4,74
ARMOR-T90-04113,295.9,312.0,2254,29.0,5
ARMOR-T90-04114,296.2,311.0,1892,16.0,86
ARMOR-T90-04115,302.8,309.2,1327,66.3,136
ARMOR-T90-04116,299.4,311.2,1966,63.5,179
ARMOR-T90-04117,306.9,312.8,2517,70.5,207
ARMOR-T90-04118,300.3,317.8,1640,33.0,61
ARMOR-T90-04119,296.9,317.2,2068,46.1,57
ARMOR-T90-04120,304.3,316.2,2611,61.1,229
ARMOR-T90-04121,298.8,316.6,1723,45.8,107
ARMOR-T90-04122,301.8,311.1,2770,63.8,18
ARMOR-T90-04123,304.1,313.5,1959,59.4,108
ARMOR-T90-04124,306.7,316.6,1309,23.0,140
ARMOR-T90-04125,305.3,310.1,2551,69.7,122
ARMOR-T90-04126,303.8,317.5,2628,65.4,159
ARMOR-T90-04127,303.8,310.4,2468,60.9,99
ARMOR-T90-04128,307.3,312.8,1362,25.9,8
ARMOR-T90-04129,298.8,314.2,1759,33.8,237
ARMOR-T90-04130,295.0,317.4,1598,42.5,237
ARMOR-T90-04131,298.5,308.2,1782,34.6,48
ARMOR-T90-04132,297.8,314.7,1598,30.9,164
ARMOR-T90-04133,303.6,311.8,2716,71.4,30
ARMOR-T90-04134,303.2,308.5,1438,59.7,158
ARMOR-T90-04135,302.7,315.1,2688,54.6,58
ARMOR-T90-04136,295.2,312.2,2255,30.8,182
ARMOR-T90-04137,304.5,313.6,2346,79.3,146
ARMOR-T90-04138,299.2,309.2,2757,28.4,190
ARMOR-T90-04139,303.6,311.3,1309,70.6,129
ARMOR-T90-04140,302.2,313.0,2494,82.7,44
ARMOR-T90-04141,299.5,310.3,2603,65.9,95
ARMOR-T90-04142,296.7,307.6,1499,84.5,42
ARMOR-T90-04143,296.2,317.5,2201,60.6,97
ARMOR-T90-04144,305.8,311.6,1963,30.2,0
ARMOR-T90-04145,306.9,314.5,1448,29.3,212
ARMOR-T90-04146,303.4,310.3,1720,37.7,188
ARMOR-T90-04147,296.3,309.6,1233,15.5,130
ARMOR-T90-04148,300.2,310.3,1427,62.7,90
ARMOR-T90-04149,304.5,310.3,1784,33.8,43
ARMOR-T90-04150,305.1,312.1,2622,72.1,134
ARMOR-T90-04151,296.5,312.1,2157,40.1,32
ARMOR-T90-04152,295.0,311.5,2012,48.6,136
ARMOR-T90-04153,304.3,306.8,1923,82.6,29
ARMOR-T90-04154,299.6,311.4,1783,32.0,145
ARMOR-T90-04155,298.3,307.2,1769,65.5,55
ARMOR-T90-04156,295.2,306.6,1419,67.9,217
ARMOR-T90-04157,302.0,317.1,2594,30.5,211
ARMOR-T90-04158,306.1,312.9,1986,50.1,229
ARMOR-T90-04159,307.4,313.6,1727,39.5,104
ARMOR-T90-04160,302.4,310.2,1274,69.0,246
ARMOR-T90-04161,301.7,316.8,1335,58.6,30
ARMOR-T90-04162,296.1,313.3,1273,48.3,199
ARMOR-T90-04163,302.1,315.0,1453,69.6,190
ARMOR-T90-04164,299.9,309.8,2241,31.5,214
ARMOR-T90-04165,302.9,317.5,2221,67.8,177
ARMOR-T90-04166,300.1,315.7,2266,75.6,88
ARMOR-T90-04167,298.1,316.1,1249,76.5,238
ARMOR-T90-04168,296.2,307.2,1714,69.9,0
ARMOR-T90-04169,299.1,308.5,1943,43.6,109
ARMOR-T90-04170,296.3,308.7,1930,83.7,81
ARMOR-T90-04171,297.3,308.5,1770,41.6,18
ARMOR-T90-04172,307.8,316.1,1775,59.7,114
ARMOR-T90-04173,300.8,305.4,2526,26.3,125
ARMOR-T90-04174,301.9,306.0,2365,83.6,233
ARMOR-T90-04175,306.4,308.6,2102,64.3,63
ARMOR-T90-04176,307.9,307.6,1401,67.7,243
ARMOR-T90-04177,302.6,308.0,1406,19.6,52
ARMOR-T90-04178,305.6,315.4,1614,68.4,5
ARMOR-T90-04179,299.3,312.3,1420,69.2,16
ARMOR-T90-04180,299.0,305.1,2585,62.0,45
ARMOR-T90-04181,300.2,310.6,1957,35.4,236
ARMOR-T90-04182,303.7,310.3,2304,49.3,199
ARMOR-T90-04183,303.9,306.5,1962,22.7,117
ARMOR-T90-04184,299.1,313.8,1762,48.0,233
ARMOR-T90-04185,296.7,314.1,2508,32.1,72
ARMOR-T90-04186,303.2,314.4,1568,39.4,100
ARMOR-T90-04187,296.7,314.5,2715,26.4,182
ARMOR-T90-04188,302.5,305.0,2095,31.1,90
ARMOR-T90-04189,304.0,317.4,2569,20.4,227
ARMOR-T90-04190,304.1,315.6,1403,79.4,5
ARMOR-T90-04191,304.8,316.8,2248,52.1,197
ARMOR-T90-04192,306.3,305.2,2156,42.8,108
ARMOR-T90-04193,301.5,317.1,2776,52.5,195
ARMOR-T90-04194,304.5,315.5,1268,59.0,213
ARMOR-T90-04195,303.0,315.9,1715,79.5,39
ARMOR-T90-04196,297.4,306.2,2715,27.5,90
ARMOR-T90-04197,295.3,314.6,1439,35.7,228
ARMOR-T90-04198,298.7,317.5,1560,83.3,65
ARMOR-T90-04199,300.8,313.8,2664,41.0,136
ARMOR-T90-04200,303.0,312.4,2254,16.6,10
ARMOR-T90-04201,306.0,317.3,1906,25.3,147
ARMOR-T90-04202,297.6,310.8,1889,16.8,115
ARMOR-T90-04203,296.6,312.8,1856,84.3,42
ARMOR-T90-04204,307.5,311.2,2545,34.5,230
ARMOR-T90-04205,296.4,317.1,1543,79.6,57
ARMOR-T90-04206,301.2,306.0,1735,84.7,205
ARMOR-T90-04207,302.6,311.5,1554,57.0,153
ARMOR-T90-04208,302.0,313.9,2694,17.3,37
ARMOR-T90-04209,296.1,315.3,2127,20.7,93
ARMOR-T90-04210,295.7,312.6,2182,48.7,35
ARMOR-T90-04211,296.4,316.8,1304,43.4,229
ARMOR-T90-04212,302.6,317.2,2545,57.4,226
ARMOR-T90-04213,302.1,305.8,2795,45.7,182
ARMOR-T90-04214,298.0,310.2,2161,80.4,5
ARMOR-T90-04215,303.3,305.3,1726,52.4,130
ARMOR-T90-04216,305.7,309.3,1703,63.6,64
ARMOR-T90-04217,295.5,312.0,2308,77.8,123
ARMOR-T90-04218,301.5,316.8,2130,25.3,191
ARMOR-T90-04219,304.0,316.0,1908,31.1,185
ARMOR-T90-04220,298.3,306.7,1434,22.5,116
ARMOR-T90-04221,299.0,306.2,2486,24.8,185
ARMOR-T90-04222,303.0,312.7,2229,50.9,17
ARMOR-T90-04223,306.7,311.9,1693,37.5,150
ARMOR-T90-04224,305.5,308.5,2512,44.6,95
ARMOR-T90-04225,302.6,316.7,2793,83.8,156
ARMOR-T90-04226,304.5,317.1,2077,26.0,150
ARMOR-T90-04227,299.7,310.2,2777,52.9,127
ARMOR-T90-04228,303.3,316.6,2573,21.9,35
ARMOR-T90-04229,301.1,310.0,2423,37.3,69
ARMOR-T90-04230,297.5,314.6,2166,51.9,208
ARMOR-T90-04231,304.1,311.2,2165,81.3,209
ARMOR-T90-04232,302.2,306.6,2163,42.4,94
ARMOR-T90-04233,299.7,317.1,2096,19.5,133
ARMOR-T90-04234,306.8,310.9,2558,42.2,161
ARMOR-T90-04235,295.3,314.5,1416,25.2,43
ARMOR-T90-04236,299.1,309.8,1822,31.1,43
ARMOR-T90-04237,295.7,305.2,1552,58.3,26
ARMOR-T90-04238,305.0,306.3,1891,19.7,99
ARMOR-T90-04239,304.1,311.5,1874,47.5,239
ARMOR-T90-04240,299.3,314.0,1830,57.7,51
ARMOR-T90-04241,303.8,309.4,1524,44.5,169
ARMOR-T90-04242,300.1,314.0,2100,16.3,24
ARMOR-T90-04243,304.8,314.1,2451,84.0,73
ARMOR-T90-04244,300.9,314.2,2368,40.7,38
ARMOR-T90-04245,300.4,311.4,1507,69.5,237
ARMOR-T90-04246,307.2,316.9,1853,37.8,166
ARMOR-T90-04247,298.3,311.4,1484,48.3,139
ARMOR-T90-04248,296.6,310.9,1591,42.2,138
ARMOR-T90-04249,302.6,307.6,1559,39.0,112
ARMOR-T90-04250,307.6,309.0,1968,16.5,234
ARMOR-T90-04251,299.9,305.6,1996,40.2,244
ARMOR-T90-04252,295.8,313.2,2131,77.3,2
ARMOR-T90-04253,299.4,308.2,1364,63.3,114
ARMOR-T90-04254,301.6,309.0,1932,25.2,21
ARMOR-T90-04255,297.1,315.0,1780,56.4,3
ARMOR-T90-04256,303.6,309.3,2020,77.5,135
ARMOR-T90-04257,308.0,308.1,2447,64.0,13
ARMOR-T90-04258,300.9,307.2,1323,25.4,211
ARMOR-T90-04259,299.6,315.1,1543,75.7,215
ARMOR-T90-04260,300.2,306.7,1723,36.1,13
ARMOR-T90-04261,296.5,310.9,2275,46.8,219
ARMOR-T90-04262,306.5,311.6,1328,51.8,15
ARMOR-T90-04263,300.4,313.9,2358,74.5,159
ARMOR-T90-04264,300.0,313.2,1856,80.2,63
ARMOR-T90-04265,303.6,315.5,2350,80.1,238
ARMOR-T90-04266,300.7,305.6,1937,15.6,203
ARMOR-T90-04267,303.4,308.9,2138,79.5,15
ARMOR-T90-04268,295.8,308.6,1270,18.8,51
ARMOR-T90-04269,305.6,306.9,1472,33.6,18
ARMOR-T90-04270,307.2,308.8,2410,51.0,68
ARMOR-T90-04271,303.4,309.0,2226,48.6,139
ARMOR-T90-04272,307.4,311.8,2508,57.3,92
ARMOR-T90-04273,297.0,313.6,1221,48.6,4
ARMOR-T90-04274,301.2,310.0,1365,80.4,41
ARMOR-T90-04275,302.8,314.4,2533,31.8,249
ARMOR-T90-04276,302.6,309.4,2074,34.2,16
ARMOR-T90-04277,300.2,308.8,2700,79.5,110
ARMOR-T90-04278,299.4,312.0,1697,20.4,71
ARMOR-T90-04279,296.6,305.3,1633,57.7,103
ARMOR-T90-04280,300.1,306.0,1957,62.7,231
ARMOR-T90-04281,297.1,310.4,1433,50.4,93
ARMOR-T90-04282,304.5,317.3,2036,63.6,9
ARMOR-T90-04283,297.7,314.4,1862,27.1,211
ARMOR-T90-04284,295.8,306.1,1924,74.7,236
