asset_id,vibration_g_rms,bearing_temp_c,shaft_rpm,kurtosis
AST-BRG-01615,0.0785,73.1,2889,3.44
AST-BRG-01616,0.1226,46.8,2771,3.26
AST-BRG-01617,0.0793,47.7,2251,3.27
AST-BRG-01618,0.1594,37.5,2931,3.43
AST-BRG-01619,0.061,54.3,1645,3.54
AST-BRG-01620,0.0626,68.6,1915,3.19
AST-BRG-01621,0.0572,86.5,2018,2.99
AST-BRG-01622,1.2581,75.0,3351,6.0
AST-BRG-01623,1.373,61.1,1625,6.59
AST-BRG-01624,0.0633,92.2,2324,3.32
AST-BRG-01625,0.181,78.2,2764,3.5
AST-BRG-01626,0.0605,90.8,2049,3.21
AST-BRG-01627,0.0647,66.7,2745,2.99
AST-BRG-01628,0.0499,50.5,2329,3.23
AST-BRG-01629,0.0488,38.2,2902,3.22
AST-BRG-01630,0.0645,78.6,3201,3.05
AST-BRG-01631,0.0747,42.3,1476,3.05
AST-BRG-01632,0.0605,53.2,3006,3.03
AST-BRG-01633,0.0639,66.9,3435,3.02
AST-BRG-01634,0.0438,68.9,3139,3.28
AST-BRG-01635,0.0655,71.0,3352,3.08
AST-BRG-01636,1.2996,45.0,1745,6.2
AST-BRG-01637,0.0405,57.8,1309,3.01
AST-BRG-01638,0.0455,72.0,1744,3.49
AST-BRG-01639,0.0532,93.2,1942,3.45
AST-BRG-01640,0.0795,78.7,3564,3.14
AST-BRG-01641,0.0433,90.4,2489,3.1
AST-BRG-01642,0.0596,80.7,3075,3.07
AST-BRG-01643,1.4519,70.5,2288,6.72
AST-BRG-01644,0.0476,46.5,1532,2.93
AST-BRG-01645,0.0598,75.0,2736,3.35
AST-BRG-01646,0.0756,72.4,2356,3.3
AST-BRG-01647,1.6218,71.1,1791,7.39
AST-BRG-01648,0.1511,64.4,1982,3.28
AST-BRG-01649,0.1624,66.7,1739,3.69
AST-BRG-01650,0.1787,55.1,2758,3.72
AST-BRG-01651,0.0421,66.2,2719,2.98
AST-BRG-01652,0.0653,46.9,1818,3.2
AST-BRG-01653,0.0679,83.3,3033,3.07
AST-BRG-01654,0.072,46.1,2191,3.13
AST-BRG-01655,0.7089,40.1,3346,4.73
AST-BRG-01656,0.0709,61.2,3564,3.31
AST-BRG-01657,0.0412,74.5,3370,3.15
AST-BRG-01658,0.0495,61.3,2816,3.49
AST-BRG-01659,1.6407,51.6,2718,6.98
AST-BRG-01660,0.1401,68.5,1721,3.73
AST-BRG-01661,0.2177,55.8,2116,3.48
AST-BRG-01662,0.0556,91.0,1916,3.4
AST-BRG-01663,0.066,90.4,3562,3.17
AST-BRG-01664,0.0592,65.1,3136,3.03
AST-BRG-01665,0.9826,54.7,1759,5.77
AST-BRG-01666,0.0592,79.2,2168,3.13
AST-BRG-01667,0.0464,37.2,2277,3.31
AST-BRG-01668,0.0758,63.5,2089,3.33
AST-BRG-01669,0.0459,55.2,1992,3.2
AST-BRG-01670,0.0549,90.2,3512,3.23
AST-BRG-01671,0.0608,35.7,2181,3.39
AST-BRG-01672,0.2187,68.2,2001,3.4
AST-BRG-01673,0.0448,79.4,1242,3.31
AST-BRG-01674,0.0535,64.1,2809,3.47
AST-BRG-01675,0.075,40.1,2977,3.02
AST-BRG-01676,0.1463,93.3,1549,3.25
AST-BRG-01677,0.524,66.1,2767,4.54
AST-BRG-01678,1.095,71.9,2329,5.8
AST-BRG-01679,0.0799,49.2,3248,3.24
AST-BRG-01680,0.0677,64.0,2980,3.05
AST-BRG-01681,0.0599,60.7,1783,3.25
AST-BRG-01682,0.0795,39.5,1631,3.07
AST-BRG-01683,0.0411,41.4,3132,3.19
AST-BRG-01684,0.1427,85.2,3300,3.61
AST-BRG-01685,0.0437,49.4,2548,3.06
AST-BRG-01686,0.0551,46.7,3394,3.23
AST-BRG-01687,0.0482,65.3,3230,3.52
AST-BRG-01688,0.0519,81.1,2389,3.34
AST-BRG-01689,0.055,38.7,2362,3.44
AST-BRG-01690,0.0444,69.6,1498,3.16
AST-BRG-01691,0.2022,42.2,3139,3.77
AST-BRG-01692,0.0657,37.2,1988,2.99
AST-BRG-01693,0.0763,38.2,2049,3.06
AST-BRG-01694,0.0519,85.0,3425,3.05
AST-BRG-01695,1.5551,42.1,2577,6.93
AST-BRG-01696,0.0787,37.7,2377,3.5
AST-BRG-01697,0.0509,61.3,3149,3.13
AST-BRG-01698,0.0582,85.6,2077,3.34
AST-BRG-01699,1.1771,50.7,2338,6.17
AST-BRG-01700,0.0724,60.3,2777,3.33
AST-BRG-01701,0.0732,37.4,2846,3.2
AST-BRG-01702,0.0696,61.9,3103,3.32
AST-BRG-01703,0.4045,69.7,2582,4.02
AST-BRG-01704,0.0456,69.3,1344,2.96
AST-BRG-01705,0.0581,54.9,3522,3.54
AST-BRG-01706,0.199,53.9,2402,3.37
AST-BRG-01707,0.0699,41.4,3061,3.02
AST-BRG-01708,0.0766,57.0,3054,3.52
AST-BRG-01709,0.0747,41.0,3066,3.17
AST-BRG-01710,0.2062,81.0,2298,3.71
AST-BRG-01711,0.4339,93.0,2351,4.08
AST-BRG-01712,0.0452,93.2,2934,3.15
AST-BRG-01713,0.0681,86.9,1767,3.13
AST-BRG-01714,0.047,71.0,3013,3.12
AST-BRG-01715,0.0712,77.1,1730,3.22
AST-BRG-01716,0.0672,52.1,3406,3.4
AST-BRG-01717,0.0681,72.8,2761,3.28
AST-BRG-01718,0.9149,62.3,1880,5.65
AST-BRG-01719,1.2154,63.9,3270,5.86
AST-BRG-01720,0.0449,80.5,2270,3.21
AST-BRG-01721,0.0543,51.9,1928,3.29
AST-BRG-01722,1.7928,54.1,2929,7.83
AST-BRG-01723,0.2163,90.5,3391,3.37
AST-BRG-01724,0.0534,38.4,1867,3.28
AST-BRG-01725,0.217,64.1,2812,3.85
AST-BRG-01726,0.0497,89.8,1880,3.07
AST-BRG-01727,0.0711,71.6,2172,3.5
AST-BRG-01728,0.0497,67.8,3332,2.94
AST-BRG-01729,0.0413,50.0,2026,3.34
AST-BRG-01730,0.0598,55.6,1496,3.51
AST-BRG-01731,1.1424,86.1,2453,6.05
AST-BRG-01732,0.4131,68.6,3352,4.1
AST-BRG-01733,1.5041,65.9,2928,6.59
AST-BRG-01734,0.0708,41.0,3224,3.53
AST-BRG-01735,0.0647,36.0,1529,3.24
AST-BRG-01736,0.063,92.8,2355,2.97
AST-BRG-01737,0.0405,57.6,3090,3.32
AST-BRG-01738,0.0452,71.2,1581,3.2
AST-BRG-01739,0.0661,39.8,3385,3.04
AST-BRG-01740,0.1604,76.0,2042,3.33
AST-BRG-01741,0.1652,91.0,3517,3.25
AST-BRG-01742,0.1367,69.5,1595,3.49
AST-BRG-01743,0.1778,42.6,1649,3.62
AST-BRG-01744,0.0619,69.9,2554,3.26
AST-BRG-01745,0.0756,81.0,3186,3.48
AST-BRG-01746,0.1877,59.4,2508,3.79
AST-BRG-01747,0.1965,87.8,2497,3.66
AST-BRG-01748,0.0732,73.9,3267,2.99
AST-BRG-01749,0.0751,89.0,3486,3.4
AST-BRG-01750,0.1719,72.4,2493,3.48
AST-BRG-01751,0.2063,42.9,3049,3.66
AST-BRG-01752,0.0613,53.6,1385,3.34
AST-BRG-01753,1.0152,47.1,2433,5.55
AST-BRG-01754,0.0448,89.5,2637,3.46
AST-BRG-01755,0.0519,80.6,1452,3.01
AST-BRG-01756,0.1675,75.6,1218,3.62
AST-BRG-01757,1.7064,53.1,2359,7.07
AST-BRG-01758,0.0503,46.0,1422,3.48
AST-BRG-01759,0.7823,80.4,1202,4.82
AST-BRG-01760,0.0663,63.4,2459,3.02
AST-BRG-01761,0.0567,48.5,2053,3.14
AST-BRG-01762,0.1553,72.0,2688,3.41
AST-BRG-01763,0.1697,37.4,1427,3.35
AST-BRG-01764,0.0571,54.6,2877,3.29
AST-BRG-01765,0.1924,63.1,1698,3.55
AST-BRG-01766,0.5536,43.9,3085,4.2
AST-BRG-01767,0.1739,94.1,3215,3.43
AST-BRG-01768,0.062,47.5,2362,3.44
AST-BRG-01769,0.072,42.8,2499,3.39
AST-BRG-01770,0.0404,47.2,3538,3.34
AST-BRG-01771,0.0775,81.1,2276,3.41
AST-BRG-01772,0.0544,60.5,1914,3.12
AST-BRG-01773,0.0514,68.9,2147,2.99
AST-BRG-01774,1.1253,36.3,2069,5.78
AST-BRG-01775,0.0778,37.1,2270,3.49
AST-BRG-01776,0.0432,61.7,1293,3.5
AST-BRG-01777,0.0745,84.0,1759,3.28
AST-BRG-01778,1.4029,88.1,2975,6.31
AST-BRG-01779,0.0526,40.2,3460,3.02
AST-BRG-01780,0.0768,67.3,1635,3.19
AST-BRG-01781,0.175,89.8,2051,3.58
AST-BRG-01782,0.0716,58.3,1404,3.02
AST-BRG-01783,0.0669,84.8,2299,3.53
AST-BRG-01784,1.6625,43.0,1276,7.18
AST-BRG-01785,0.0554,91.1,2015,3.49
AST-BRG-01786,1.7413,80.1,1967,7.62
AST-BRG-01787,0.0728,91.5,1305,3.44
AST-BRG-01788,0.0439,75.6,3335,3.27
AST-BRG-01789,1.1171,56.8,2946,5.97
AST-BRG-01790,1.5787,91.3,2665,7.13
AST-BRG-01791,0.0512,51.5,1444,3.31
AST-BRG-01792,0.0617,54.9,2605,3.29
AST-BRG-01793,0.0651,77.0,2181,3.55
AST-BRG-01794,0.1457,80.9,2936,3.6
AST-BRG-01795,0.0788,90.8,1341,3.46
AST-BRG-01796,1.2674,47.3,2092,6.49
AST-BRG-01797,0.0679,82.9,2591,3.1
AST-BRG-01798,0.074,79.3,3599,3.04
AST-BRG-01799,0.0653,38.8,1744,3.25
AST-BRG-01800,0.076,58.2,3399,3.3
AST-BRG-01801,0.0576,52.0,2669,3.44
AST-BRG-01802,0.1909,53.3,1962,3.54
AST-BRG-01803,0.055,94.0,1823,3.28
AST-BRG-01804,0.0628,73.6,1855,3.27
AST-BRG-01805,0.0686,78.1,2447,2.99
AST-BRG-01806,0.0513,93.6,1242,3.3
AST-BRG-01807,0.0799,57.6,3511,3.5
AST-BRG-01808,0.0719,83.1,2226,3.07
AST-BRG-01809,0.0721,61.1,2860,3.34
AST-BRG-01810,0.0453,87.2,2491,3.27
AST-BRG-01811,0.1962,45.8,1795,3.39
AST-BRG-01812,0.0747,91.9,2212,3.06
AST-BRG-01813,0.0539,48.1,3424,3.52
AST-BRG-01814,0.0624,54.6,3310,3.19
AST-BRG-01815,0.0412,80.4,2157,3.04
AST-BRG-01816,0.0563,58.6,1760,3.04
AST-BRG-01817,0.041,71.5,2530,3.3
AST-BRG-01818,0.0702,61.7,2512,3.34
AST-BRG-01819,0.0569,79.5,3021,3.33
AST-BRG-01820,0.0557,48.7,2750,2.99
AST-BRG-01821,0.0471,38.5,2049,3.45
AST-BRG-01822,0.1665,53.0,2478,3.45
AST-BRG-01823,0.0634,63.5,2733,3.15
AST-BRG-01824,0.0614,45.1,3014,3.23
AST-BRG-01825,0.0499,56.3,2941,3.16
AST-BRG-01826,0.0797,59.0,1805,3.52
AST-BRG-01827,0.0729,38.4,2686,3.54
AST-BRG-01828,0.0746,70.0,2494,3.17
AST-BRG-01829,0.174,88.1,1945,3.75
AST-BRG-01830,0.0681,44.1,1757,3.44
AST-BRG-01831,0.0726,70.9,3311,3.54
AST-BRG-01832,0.0688,74.9,2141,3.12
AST-BRG-01833,0.0607,60.2,3496,3.3
AST-BRG-01834,0.0502,77.1,2469,3.09
AST-BRG-01835,0.1697,59.6,2139,3.72
AST-BRG-01836,1.212,65.3,2810,5.83
AST-BRG-01837,0.0726,35.4,3404,3.32
AST-BRG-01838,0.0468,76.5,2925,3.12
AST-BRG-01839,0.515,74.7,2184,4.28
AST-BRG-01840,0.1859,37.3,2787,3.65
AST-BRG-01841,0.0788,57.1,2536,3.51
AST-BRG-01842,0.0559,93.7,3074,3.31
AST-BRG-01843,0.0789,60.2,1861,3.51
AST-BRG-01844,0.0795,65.1,1232,3.16
AST-BRG-01845,0.1842,89.6,3016,3.57
AST-BRG-01846,0.0755,78.0,3320,3.26
AST-BRG-01847,0.0444,69.9,3089,2.92
AST-BRG-01848,0.0795,82.9,2356,3.33
AST-BRG-01849,1.2006,86.9,1260,6.2
AST-BRG-01850,0.0617,62.4,2743,3.31
AST-BRG-01851,0.0794,63.5,1471,3.44
AST-BRG-01852,0.0492,58.2,3493,3.27
AST-BRG-01853,0.0409,93.0,2399,2.94
AST-BRG-01854,0.9347,76.8,3006,5.21
AST-BRG-01855,0.0478,40.0,2354,3.28
AST-BRG-01856,0.0746,86.8,2325,3.15
AST-BRG-01857,0.0474,63.8,1509,2.97
AST-BRG-01858,0.1864,39.1,2515,3.52
AST-BRG-01859,0.0617,68.0,2945,3.29
AST-BRG-01860,0.0435,60.0,1537,3.11
AST-BRG-01861,0.0699,87.7,1209,3.41
AST-BRG-01862,0.592,47.2,1248,4.67
AST-BRG-01863,0.0543,84.6,2710,3.14
AST-BRG-01864,0.0661,68.5,2544,3.42
AST-BRG-01865,0.0601,38.3,1930,3.34
AST-BRG-01866,0.0528,93.3,1994,3.31
AST-BRG-01867,0.5657,65.8,2848,4.55
AST-BRG-01868,0.049,52.5,1332,2.93
AST-BRG-01869,0.0442,63.2,3330,3.33
AST-BRG-01870,0.066,86.5,3304,3.19
AST-BRG-01871,0.0652,53.3,1575,3.53
AST-BRG-01872,0.0443,46.6,3596,3.4
AST-BRG-01873,0.08,42.7,1470,3.35
AST-BRG-01874,0.0719,52.9,2706,3.13
AST-BRG-01875,0.0796,81.8,3358,3.12
AST-BRG-01876,0.0468,63.3,1275,3.12
AST-BRG-01877,0.0695,48.6,3156,3.26
AST-BRG-01878,0.0682,45.0,2866,3.15
AST-BRG-01879,1.6865,55.0,1528,7.33
AST-BRG-01880,0.0766,91.4,3369,3.09
AST-BRG-01881,1.7954,55.6,1240,7.88
AST-BRG-01882,0.0416,94.3,2390,2.97
AST-BRG-01883,0.2006,64.1,3526,3.86
AST-BRG-01884,0.0606,45.7,3256,3.5
AST-BRG-01885,0.0693,88.5,1212,3.29
AST-BRG-01886,0.0574,62.6,2123,3.38
AST-BRG-01887,0.0452,77.6,3042,3.17
AST-BRG-01888,0.0462,94.0,2432,3.29
AST-BRG-01889,0.8365,38.0,2414,5.1
AST-BRG-01890,0.0613,40.8,1852,3.13
AST-BRG-01891,0.0434,78.2,2903,3.26
AST-BRG-01892,0.0603,51.9,1820,3.25
AST-BRG-01893,0.0571,46.1,3162,3.29
AST-BRG-01894,0.4073,37.4,2845,3.99
AST-BRG-01895,0.0493,36.3,3443,3.14
AST-BRG-01896,0.0715,81.5,1616,3.03
AST-BRG-01897,0.043,43.1,1863,2.94
AST-BRG-01898,0.0456,63.1,2978,3.07
AST-BRG-01899,0.1881,71.4,2579,3.31
AST-BRG-01900,0.1909,60.7,1347,3.34
AST-BRG-01901,0.7777,36.6,3245,5.23
AST-BRG-01902,0.0665,82.0,2588,2.99
AST-BRG-01903,0.1392,35.6,2925,3.54
AST-BRG-01904,0.0676,80.7,1601,3.13
AST-BRG-01905,0.0759,88.6,2715,3.51
AST-BRG-01906,0.2098,61.0,3231,3.62
AST-BRG-01907,0.0542,67.1,1428,3.12
AST-BRG-01908,0.1995,63.6,2798,3.61
AST-BRG-01909,0.0423,58.4,1467,3.13
AST-BRG-01910,0.0676,88.2,2628,3.31
AST-BRG-01911,0.126,88.6,3016,3.18
AST-BRG-01912,0.0436,55.1,2234,3.51
AST-BRG-01913,1.0153,71.9,2543,5.59
AST-BRG-01914,0.0414,90.6,1325,3.11
AST-BRG-01915,0.0766,92.7,3553,3.42
AST-BRG-01916,0.0606,65.5,2925,3.17
AST-BRG-01917,0.0606,62.2,2312,3.45
AST-BRG-01918,0.0559,51.7,2575,3.21
AST-BRG-01919,0.1474,92.5,1888,3.6
AST-BRG-01920,0.1687,43.6,2480,3.29
AST-BRG-01921,0.0473,69.8,2432,3.43
AST-BRG-01922,0.0515,52.0,1480,3.37
AST-BRG-01923,0.0682,51.7,1642,3.1
AST-BRG-01924,0.0469,59.3,3063,3.0
AST-BRG-01925,0.0622,94.9,2036,3.15
AST-BRG-01926,0.0472,38.3,1588,3.5
AST-BRG-01927,0.0756,69.7,1816,3.14
AST-BRG-01928,0.0667,40.0,1346,3.24
AST-BRG-01929,1.2735,44.3,1720,6.0
AST-BRG-01930,0.0415,61.4,1829,3.14
AST-BRG-01931,0.041,65.6,3391,3.25
AST-BRG-01932,0.0547,50.5,1488,3.51
AST-BRG-01933,0.0423,54.0,2609,3.22
AST-BRG-01934,0.0725,40.2,1213,3.47
AST-BRG-01935,1.1861,53.2,1456,6.09
AST-BRG-01936,0.0751,93.0,2921,3.01
AST-BRG-01937,0.0484,91.7,2623,3.11
AST-BRG-01938,1.3644,55.1,2430,6.56
AST-BRG-01939,0.044,69.3,2057,3.48
AST-BRG-01940,1.0976,89.6,2395,6.06
AST-BRG-01941,0.069,35.4,1663,3.11
AST-BRG-01942,0.043,83.6,1469,3.04
AST-BRG-01943,0.7377,91.9,2444,4.76
AST-BRG-01944,0.1762,40.5,2406,3.79
AST-BRG-01945,0.0647,44.7,1271,3.47
AST-BRG-01946,0.1269,92.6,2506,3.58
AST-BRG-01947,0.047,67.3,3321,3.15
AST-BRG-01948,0.0645,35.9,2950,3.26
AST-BRG-01949,0.0785,50.5,1696,3.27
AST-BRG-01950,0.0436,62.0,2187,3.06
AST-BRG-01951,0.048,76.6,2109,3.22
AST-BRG-01952,0.0501,79.0,1572,2.94
AST-BRG-01953,0.0482,94.7,1561,3.0
AST-BRG-01954,1.6273,52.3,3340,7.4
AST-BRG-01955,0.0648,67.3,2544,3.41
AST-BRG-01956,0.1965,67.0,1523,3.54
AST-BRG-01957,0.1883,59.3,1774,3.58
AST-BRG-01958,0.482,45.1,1935,4.23
AST-BRG-01959,0.0755,93.6,3593,3.43
AST-BRG-01960,0.0732,86.2,2415,3.45
AST-BRG-01961,0.1374,64.9,2895,3.6
AST-BRG-01962,0.1868,71.2,3107,3.7
AST-BRG-01963,0.0792,48.6,1918,3.12
AST-BRG-01964,0.0559,67.6,1980,3.14
AST-BRG-01965,1.2921,76.7,2219,6.31
AST-BRG-01966,0.0759,65.9,2603,3.19
AST-BRG-01967,0.1242,94.4,2626,3.56
AST-BRG-01968,0.0508,71.7,1863,3.12
AST-BRG-01969,0.0605,57.3,2972,3.03
AST-BRG-01970,0.1767,81.3,1210,3.48
AST-BRG-01971,1.2375,45.2,3434,6.48
AST-BRG-01972,0.0475,58.1,2238,3.05
AST-BRG-01973,0.054,55.8,1784,3.3
AST-BRG-01974,0.1811,60.9,2275,3.51
AST-BRG-01975,0.2199,81.9,2574,3.39
AST-BRG-01976,0.041,64.1,2651,3.2
AST-BRG-01977,0.0741,82.6,3054,3.41
AST-BRG-01978,1.577,69.6,2989,7.05
AST-BRG-01979,0.059,55.5,1942,3.47
AST-BRG-01980,0.1721,83.6,2976,3.4
AST-BRG-01981,0.7349,49.3,1403,4.69
AST-BRG-01982,0.0593,48.5,2276,3.51
AST-BRG-01983,0.5793,65.3,2173,4.48
AST-BRG-01984,0.0405,50.7,2598,3.25
AST-BRG-01985,0.1747,35.5,3065,3.71
AST-BRG-01986,0.0792,73.9,2499,3.19
AST-BRG-01987,0.0643,65.7,2254,3.39
AST-BRG-01988,0.417,61.7,2358,3.92
AST-BRG-01989,0.2042,93.0,1304,3.49
AST-BRG-01990,0.0708,69.3,1452,3.06
AST-BRG-01991,0.1348,86.8,1494,3.62
AST-BRG-01992,0.6989,43.4,2381,4.68
AST-BRG-01993,0.0757,69.2,1748,3.42
AST-BRG-01994,0.0758,87.1,2977,3.56
AST-BRG-01995,0.0517,70.0,1498,3.25
AST-BRG-01996,0.7951,78.1,2948,5.11
AST-BRG-01997,0.8182,57.3,3043,5.12
AST-BRG-01998,0.0653,40.5,1300,3.16
AST-BRG-01999,0.0473,62.5,3579,3.2
AST-BRG-02000,0.0738,58.7,2974,3.35
