asset_id,platform_type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],vibration_g_rms,kurtosis,hydraulic_pressure_psi
DEF-02292,Su-30MKI Fighter,308.0,320.2,2693,16.0,104,0.053,2.92,171
DEF-02293,Su-30MKI Fighter,309.9,322.3,1993,49.2,103,0.6755,5.29,169
DEF-02294,T-90 Bhishma MBT,296.7,310.2,1441,80.4,39,0.0735,3.14,199
DEF-02295,Arjun Mk-II MBT,311.1,324.9,1677,33.4,52,0.1083,3.45,194
DEF-02296,K9 Vajra Howitzer,299.4,312.5,2824,56.8,54,0.0437,2.82,144
DEF-02297,Arjun Mk-II MBT,308.2,318.2,1338,72.1,226,0.0566,3.25,212
DEF-02298,Arjun Mk-II MBT,304.0,312.9,1908,79.7,105,1.3544,7.16,157
DEF-02299,Su-30MKI Fighter,305.5,319.0,1452,23.1,190,0.0513,3.24,175
DEF-02300,T-90 Bhishma MBT,305.3,314.6,2463,84.2,34,0.0335,3.02,196
DEF-02301,K9 Vajra Howitzer,304.2,313.8,1280,41.1,237,0.0399,3.05,200
DEF-02302,Su-30MKI Fighter,296.1,305.9,2133,28.1,48,0.0332,3.13,170
DEF-02303,T-90 Bhishma MBT,293.2,308.1,1933,43.2,155,0.0567,3.03,184
DEF-02304,T-90 Bhishma MBT,297.6,311.9,2116,83.2,9,0.0728,2.84,157
DEF-02305,K9 Vajra Howitzer,304.6,315.1,1652,54.6,76,1.1278,6.4,145
DEF-02306,Su-30MKI Fighter,293.5,307.3,2220,16.3,102,0.9048,5.69,143
DEF-02307,Arjun Mk-II MBT,310.2,324.8,1350,29.2,167,0.0473,3.11,169
DEF-02308,BMP-2 Sarath ICV,300.1,313.2,1145,41.5,108,0.0723,3.38,149
DEF-02309,Su-30MKI Fighter,307.5,315.7,1407,61.3,162,0.067,2.95,191
DEF-02310,BMP-2 Sarath ICV,310.0,321.6,1196,17.8,17,0.0771,3.21,216
DEF-02311,Su-30MKI Fighter,300.0,313.6,1454,67.5,119,0.1048,3.33,152
DEF-02312,Su-30MKI Fighter,311.7,325.5,2583,53.5,81,0.0479,3.05,181
DEF-02313,Arjun Mk-II MBT,303.4,314.5,2763,52.8,243,0.1832,3.22,209
DEF-02314,Arjun Mk-II MBT,297.0,305.2,2825,29.6,187,0.0357,2.76,195
DEF-02315,BMP-2 Sarath ICV,305.0,317.9,1705,34.8,53,0.0316,2.98,159
DEF-02316,T-90 Bhishma MBT,312.0,326.8,1400,44.7,205,0.035,2.9,159
DEF-02317,BMP-2 Sarath ICV,309.7,318.4,1509,37.8,27,0.0497,3.03,141
DEF-02318,T-90 Bhishma MBT,299.5,309.2,2625,56.7,221,1.4069,7.4,165
DEF-02319,Su-30MKI Fighter,293.6,305.7,1330,68.3,151,0.046,3.25,204
DEF-02320,T-90 Bhishma MBT,307.7,320.1,1660,66.4,149,0.0649,2.88,142
DEF-02321,T-90 Bhishma MBT,311.5,323.0,1404,41.1,10,0.042,2.94,218
DEF-02322,Su-30MKI Fighter,300.9,309.7,2797,79.9,35,0.0709,3.37,141
DEF-02323,BMP-2 Sarath ICV,306.7,317.1,1236,50.8,238,0.0715,3.37,152
DEF-02324,Arjun Mk-II MBT,305.2,318.7,1967,56.6,71,0.0736,3.2,148
DEF-02325,Arjun Mk-II MBT,306.7,320.2,2662,60.8,226,0.0596,3.38,189
DEF-02326,Su-30MKI Fighter,295.4,306.5,2313,16.7,211,0.0417,2.92,165
DEF-02327,T-90 Bhishma MBT,310.1,320.5,2441,64.3,122,0.2189,3.77,154
DEF-02328,BMP-2 Sarath ICV,294.2,309.1,2727,49.4,49,0.1335,3.55,180
DEF-02329,K9 Vajra Howitzer,299.4,313.9,2535,40.1,127,0.0325,3.2,175
DEF-02330,Su-30MKI Fighter,295.6,304.1,1318,59.4,230,0.06,2.97,143
DEF-02331,BMP-2 Sarath ICV,298.8,306.9,2063,46.7,105,0.0573,3.12,200
DEF-02332,Su-30MKI Fighter,310.4,322.6,1102,37.3,123,0.0476,2.84,216
DEF-02333,T-90 Bhishma MBT,302.1,312.5,1119,39.5,224,0.0378,3.16,210
DEF-02334,BMP-2 Sarath ICV,300.6,311.5,2008,79.6,58,0.1824,3.53,215
DEF-02335,BMP-2 Sarath ICV,310.7,320.7,1742,38.0,176,0.0363,3.3,169
DEF-02336,BMP-2 Sarath ICV,311.0,323.4,2807,65.8,160,0.1267,3.04,203
DEF-02337,Arjun Mk-II MBT,304.2,312.3,1920,19.3,101,0.0379,2.96,199
DEF-02338,T-90 Bhishma MBT,304.0,317.8,2537,33.8,107,0.0725,2.85,158
DEF-02339,K9 Vajra Howitzer,295.9,310.0,1496,73.8,29,0.0478,3.28,211
DEF-02340,BMP-2 Sarath ICV,301.6,312.4,1136,82.7,156,0.0413,2.79,181
DEF-02341,T-90 Bhishma MBT,297.1,311.6,1980,78.5,203,0.0493,2.86,168
DEF-02342,T-90 Bhishma MBT,300.7,312.0,2498,68.5,113,0.0464,3.22,193
DEF-02343,BMP-2 Sarath ICV,297.9,312.7,2746,51.4,242,1.3051,6.98,214
DEF-02344,Su-30MKI Fighter,298.2,307.2,1490,56.2,81,0.1921,3.58,164
DEF-02345,Su-30MKI Fighter,295.0,306.0,1989,63.9,84,0.0349,2.95,182
DEF-02346,Arjun Mk-II MBT,300.0,311.8,2743,68.1,124,0.0604,3.35,169
DEF-02347,BMP-2 Sarath ICV,308.9,317.0,2851,53.8,140,0.0548,3.37,143
DEF-02348,T-90 Bhishma MBT,306.4,316.9,1910,15.4,80,0.1167,3.19,181
DEF-02349,Su-30MKI Fighter,307.5,319.4,1746,73.9,100,0.0631,2.82,167
DEF-02350,T-90 Bhishma MBT,296.7,309.0,1223,34.7,175,0.0382,2.74,207
DEF-02351,Arjun Mk-II MBT,311.9,325.2,2694,80.7,239,1.2848,7.12,173
DEF-02352,T-90 Bhishma MBT,303.6,316.4,2367,35.8,197,0.1294,3.12,147
DEF-02353,Su-30MKI Fighter,294.1,304.8,1645,57.8,214,0.0315,2.9,204
DEF-02354,BMP-2 Sarath ICV,308.0,317.2,1883,39.7,116,0.8507,5.34,180
DEF-02355,BMP-2 Sarath ICV,294.0,305.4,1996,26.8,80,0.0554,2.79,193
DEF-02356,Su-30MKI Fighter,294.0,306.5,2619,63.7,77,0.54,4.45,149
DEF-02357,Arjun Mk-II MBT,302.0,311.3,1648,61.2,39,1.2194,6.53,183
DEF-02358,K9 Vajra Howitzer,294.0,308.5,1284,17.3,212,0.0508,3.28,198
DEF-02359,BMP-2 Sarath ICV,293.8,307.0,2507,75.0,54,0.1356,3.21,195
DEF-02360,T-90 Bhishma MBT,299.3,309.5,1449,52.6,175,0.0552,3.1,206
DEF-02361,Arjun Mk-II MBT,302.5,312.5,1429,12.8,141,0.0756,3.43,173
DEF-02362,Arjun Mk-II MBT,308.7,318.6,2463,51.7,173,0.1253,3.29,149
DEF-02363,K9 Vajra Howitzer,304.2,312.8,2367,32.7,156,0.0586,2.89,181
DEF-02364,K9 Vajra Howitzer,306.5,318.6,2465,57.0,183,0.1025,3.13,157
DEF-02365,Su-30MKI Fighter,310.8,324.8,2213,51.2,137,0.0631,3.12,147
DEF-02366,BMP-2 Sarath ICV,304.8,314.7,2342,62.6,205,0.221,3.66,140
DEF-02367,Arjun Mk-II MBT,298.4,310.5,1564,58.5,45,0.7691,5.59,195
DEF-02368,Su-30MKI Fighter,307.1,315.7,1131,35.9,167,0.077,3.27,174
DEF-02369,T-90 Bhishma MBT,293.4,306.9,2235,39.6,219,0.0379,3.09,185
DEF-02370,Arjun Mk-II MBT,307.8,316.1,2726,56.5,4,0.0469,3.08,198
DEF-02371,K9 Vajra Howitzer,305.2,318.5,2391,23.1,167,0.1691,3.52,157
DEF-02372,BMP-2 Sarath ICV,300.3,310.9,1356,85.7,222,0.0555,2.79,191
DEF-02373,Su-30MKI Fighter,307.8,320.8,1487,74.0,46,0.0509,3.14,164
DEF-02374,BMP-2 Sarath ICV,308.2,321.1,1347,25.0,199,0.0676,2.85,171
DEF-02375,BMP-2 Sarath ICV,301.8,316.5,2805,58.0,5,0.0543,3.0,204
DEF-02376,BMP-2 Sarath ICV,303.5,316.1,2193,36.8,183,0.0728,3.32,160
DEF-02377,Su-30MKI Fighter,297.7,309.9,1238,21.0,17,0.0709,3.29,146
DEF-02378,T-90 Bhishma MBT,298.1,306.2,2515,36.7,195,0.0427,3.01,158
DEF-02379,Arjun Mk-II MBT,297.6,308.3,2026,50.7,89,0.0743,3.12,146
DEF-02380,Arjun Mk-II MBT,301.6,316.2,2733,50.1,22,0.4199,4.39,190
DEF-02381,Arjun Mk-II MBT,310.5,323.4,1744,38.6,53,0.0568,3.35,215
DEF-02382,Su-30MKI Fighter,309.0,317.7,2040,38.1,62,0.6098,4.96,179
DEF-02383,Arjun Mk-II MBT,303.5,317.9,1360,44.1,65,0.1622,3.23,160
DEF-02384,Su-30MKI Fighter,311.2,321.5,1351,77.6,110,0.0377,3.24,177
DEF-02385,BMP-2 Sarath ICV,295.6,306.8,2484,78.7,4,0.0461,3.05,218
DEF-02386,T-90 Bhishma MBT,305.2,315.4,1497,42.4,225,0.0331,2.75,141
DEF-02387,Su-30MKI Fighter,308.6,323.6,1586,22.5,132,0.0742,3.18,173
DEF-02388,T-90 Bhishma MBT,308.8,323.0,2068,16.2,107,1.3997,7.42,218
DEF-02389,K9 Vajra Howitzer,306.1,314.5,2478,81.4,104,0.6958,5.12,143
DEF-02390,BMP-2 Sarath ICV,293.3,304.2,1812,39.9,16,1.0561,6.04,210
DEF-02391,Arjun Mk-II MBT,294.7,303.1,2145,87.7,83,0.0624,2.95,174
DEF-02392,BMP-2 Sarath ICV,298.7,309.1,1984,55.1,155,0.0425,2.96,152
DEF-02393,T-90 Bhishma MBT,300.0,311.8,1399,13.9,102,0.0721,3.2,201
DEF-02394,Su-30MKI Fighter,310.9,325.3,1142,29.2,126,0.0712,3.21,197
DEF-02395,K9 Vajra Howitzer,302.2,316.4,1430,38.4,77,0.0555,3.09,180
DEF-02396,Arjun Mk-II MBT,302.9,317.1,1836,20.6,12,0.0706,2.95,191
DEF-02397,Arjun Mk-II MBT,308.9,319.9,2726,82.8,80,0.0354,2.94,216
DEF-02398,Arjun Mk-II MBT,304.7,313.0,2884,13.9,12,0.1811,3.41,168
DEF-02399,BMP-2 Sarath ICV,308.8,320.2,2726,19.6,137,0.0541,3.11,213
DEF-02400,BMP-2 Sarath ICV,304.0,316.9,1187,14.4,164,0.5539,4.96,158
DEF-02401,Su-30MKI Fighter,296.8,310.3,2132,17.8,85,0.2236,3.42,193
DEF-02402,Su-30MKI Fighter,293.2,304.0,2345,60.3,174,0.2071,3.38,147
DEF-02403,T-90 Bhishma MBT,295.8,306.7,2011,87.3,172,0.037,3.13,200
DEF-02404,K9 Vajra Howitzer,299.7,314.0,2065,57.4,220,0.3835,4.13,175
DEF-02405,BMP-2 Sarath ICV,308.0,318.8,2543,44.4,30,0.0471,2.77,156
DEF-02406,BMP-2 Sarath ICV,296.6,309.8,2446,70.2,224,0.0791,3.33,158
DEF-02407,T-90 Bhishma MBT,308.9,318.3,2188,23.5,196,0.0648,2.93,168
DEF-02408,Su-30MKI Fighter,294.9,307.9,2355,44.8,241,0.9061,5.99,205
DEF-02409,Arjun Mk-II MBT,297.3,312.2,2521,73.7,23,0.0577,3.09,165
DEF-02410,K9 Vajra Howitzer,310.4,325.2,1955,87.5,38,0.0437,3.12,202
DEF-02411,Su-30MKI Fighter,309.2,318.8,1373,65.2,171,0.0454,3.03,140
DEF-02412,Arjun Mk-II MBT,296.0,304.5,2600,79.1,93,0.0623,3.19,176
DEF-02413,Arjun Mk-II MBT,303.0,312.0,2808,73.9,64,0.0406,3.18,149
DEF-02414,K9 Vajra Howitzer,306.8,316.4,2294,70.2,211,0.0625,3.02,183
DEF-02415,BMP-2 Sarath ICV,306.3,318.5,2551,14.3,190,0.0568,2.97,216
DEF-02416,K9 Vajra Howitzer,294.3,303.4,2223,40.4,216,0.8043,5.67,159
DEF-02417,BMP-2 Sarath ICV,294.9,306.5,1616,74.8,240,0.0484,2.89,155
DEF-02418,Arjun Mk-II MBT,298.6,312.7,2114,54.6,237,0.0619,3.01,194
DEF-02419,K9 Vajra Howitzer,306.9,316.0,1135,36.7,130,0.0785,3.07,169
DEF-02420,T-90 Bhishma MBT,308.1,317.4,1369,61.8,107,0.0711,3.38,140
DEF-02421,T-90 Bhishma MBT,306.2,314.3,2039,69.0,2,0.0627,2.92,163
DEF-02422,Su-30MKI Fighter,295.7,309.5,1795,82.9,218,0.0664,3.0,161
DEF-02423,BMP-2 Sarath ICV,306.3,316.1,1498,18.7,214,0.0604,2.87,204
DEF-02424,BMP-2 Sarath ICV,307.6,316.5,2065,73.0,158,0.0549,2.9,213
DEF-02425,Su-30MKI Fighter,300.7,314.9,1672,62.3,162,0.1901,3.72,183
DEF-02426,K9 Vajra Howitzer,298.8,310.4,1442,79.4,196,0.0735,3.35,161
DEF-02427,BMP-2 Sarath ICV,293.3,305.2,1215,79.7,83,0.0737,3.01,176
DEF-02428,Su-30MKI Fighter,294.3,302.4,2021,84.7,91,0.1087,3.47,211
DEF-02429,K9 Vajra Howitzer,301.1,314.1,2877,82.9,109,0.0758,3.29,218
DEF-02430,BMP-2 Sarath ICV,297.9,309.4,1518,45.7,41,0.0449,3.06,179
DEF-02431,K9 Vajra Howitzer,296.7,307.8,2032,72.0,33,0.0724,2.91,213
DEF-02432,BMP-2 Sarath ICV,299.4,312.7,2455,77.3,93,0.1092,3.12,199
DEF-02433,Su-30MKI Fighter,303.4,317.8,2543,12.2,167,0.1764,3.75,204
DEF-02434,Arjun Mk-II MBT,300.1,312.8,1667,36.8,39,0.1908,3.47,190
DEF-02435,K9 Vajra Howitzer,300.3,309.4,2578,41.7,38,0.0305,3.16,218
DEF-02436,Arjun Mk-II MBT,297.1,307.6,2544,47.3,200,0.0705,3.06,191
DEF-02437,Arjun Mk-II MBT,306.0,316.9,2722,46.8,6,0.0407,3.22,144
DEF-02438,T-90 Bhishma MBT,302.0,311.5,2733,62.4,77,0.0363,3.3,216
DEF-02439,Su-30MKI Fighter,298.6,307.2,2887,69.9,46,0.1098,3.34,140
DEF-02440,BMP-2 Sarath ICV,295.1,306.0,1772,15.9,122,0.0767,3.23,162
DEF-02441,K9 Vajra Howitzer,306.4,314.9,2296,60.6,211,0.4995,4.72,143
DEF-02442,Arjun Mk-II MBT,293.1,306.7,1686,48.8,41,0.05,3.0,183
DEF-02443,BMP-2 Sarath ICV,311.9,323.1,2590,78.3,15,0.0376,3.04,201
DEF-02444,K9 Vajra Howitzer,307.9,318.1,1337,80.9,227,0.0328,2.71,154
DEF-02445,Su-30MKI Fighter,299.9,313.4,2587,55.4,191,0.0396,3.27,189
DEF-02446,K9 Vajra Howitzer,303.7,313.2,1237,37.4,147,0.0482,2.95,146
DEF-02447,Su-30MKI Fighter,307.8,321.2,2499,68.0,115,1.2143,6.69,208
DEF-02448,BMP-2 Sarath ICV,293.8,308.7,1377,87.8,142,0.0318,3.3,170
DEF-02449,BMP-2 Sarath ICV,307.1,315.6,2624,22.4,12,0.0753,3.01,161
DEF-02450,Arjun Mk-II MBT,309.1,319.5,1845,63.7,67,0.0576,3.34,170
DEF-02451,K9 Vajra Howitzer,297.7,310.7,2555,26.6,35,0.9311,5.83,161
DEF-02452,Su-30MKI Fighter,299.1,311.0,2706,36.0,202,0.0719,2.91,198
DEF-02453,K9 Vajra Howitzer,311.3,323.7,1549,51.3,141,0.0618,3.2,147
DEF-02454,K9 Vajra Howitzer,299.1,308.9,2698,29.4,147,0.0515,3.27,164
DEF-02455,BMP-2 Sarath ICV,305.2,319.6,2003,73.9,37,0.0486,3.08,147
DEF-02456,BMP-2 Sarath ICV,308.8,318.3,1698,54.0,191,1.3709,7.56,217
DEF-02457,T-90 Bhishma MBT,309.5,318.2,2172,66.0,84,0.0467,2.87,206
DEF-02458,Arjun Mk-II MBT,302.1,311.3,2420,53.1,56,0.2389,3.84,185
DEF-02459,T-90 Bhishma MBT,304.3,318.0,1232,79.9,184,0.1857,3.57,144
DEF-02460,Arjun Mk-II MBT,304.4,317.6,2164,53.2,24,0.0486,2.89,156
DEF-02461,Arjun Mk-II MBT,310.3,320.9,1350,65.5,240,0.0661,2.93,157
DEF-02462,K9 Vajra Howitzer,294.4,304.7,1314,57.8,1,0.0547,2.86,160
DEF-02463,T-90 Bhishma MBT,311.4,322.8,2542,22.0,61,0.0488,3.03,164
DEF-02464,BMP-2 Sarath ICV,310.8,323.0,1301,29.5,148,0.2161,3.37,154
DEF-02465,Su-30MKI Fighter,298.0,308.1,2380,39.8,129,0.0498,3.25,185
DEF-02466,Arjun Mk-II MBT,303.1,317.1,2647,28.3,234,0.0642,2.81,168
DEF-02467,T-90 Bhishma MBT,306.7,316.1,1345,16.7,87,0.2333,3.56,144
DEF-02468,Arjun Mk-II MBT,298.7,307.6,1256,73.5,39,0.0431,2.76,195
DEF-02469,T-90 Bhishma MBT,297.9,312.1,1512,75.4,218,0.0514,3.16,140
DEF-02470,Su-30MKI Fighter,302.4,316.8,1172,51.3,89,0.0729,2.9,217
DEF-02471,T-90 Bhishma MBT,308.6,317.9,1503,32.0,81,0.0672,3.33,188
DEF-02472,Arjun Mk-II MBT,297.7,312.0,2374,17.5,14,0.0304,3.16,195
DEF-02473,K9 Vajra Howitzer,306.8,318.3,1973,36.6,167,0.0674,2.83,216
DEF-02474,Arjun Mk-II MBT,297.8,312.4,2765,42.6,139,0.8429,5.65,143
DEF-02475,T-90 Bhishma MBT,301.4,313.1,2524,81.4,61,0.0558,2.92,183
DEF-02476,T-90 Bhishma MBT,300.0,311.5,2129,16.5,231,0.04,3.11,147
DEF-02477,T-90 Bhishma MBT,305.2,314.7,1167,75.1,2,0.6194,4.64,165
DEF-02478,Su-30MKI Fighter,296.8,306.7,2532,52.5,216,1.3396,7.14,192
DEF-02479,Su-30MKI Fighter,307.1,317.9,2540,58.3,242,0.0709,3.27,178
DEF-02480,Su-30MKI Fighter,310.2,319.3,2347,47.5,61,0.0497,2.85,192
DEF-02481,Su-30MKI Fighter,307.8,322.1,1171,55.7,85,0.0466,3.26,153
DEF-02482,Su-30MKI Fighter,296.5,310.5,2558,78.2,213,0.0776,3.45,166
DEF-02483,Su-30MKI Fighter,296.3,307.2,1478,42.0,224,0.0386,2.76,172
DEF-02484,T-90 Bhishma MBT,309.0,318.9,2053,65.8,115,0.1076,3.06,205
DEF-02485,K9 Vajra Howitzer,299.2,307.2,2467,33.4,188,0.0627,2.99,211
DEF-02486,Arjun Mk-II MBT,301.0,313.9,1955,75.5,189,0.0328,2.84,161
DEF-02487,Arjun Mk-II MBT,303.5,317.1,2876,34.9,138,0.8902,5.87,181
DEF-02488,BMP-2 Sarath ICV,294.1,306.2,2318,87.6,176,0.057,3.3,195
DEF-02489,Arjun Mk-II MBT,300.8,309.5,2253,67.7,90,0.0785,3.04,205
DEF-02490,Su-30MKI Fighter,308.6,318.9,2678,21.8,89,0.9267,5.79,214
DEF-02491,K9 Vajra Howitzer,308.3,317.7,2273,62.5,240,0.0791,3.32,163
DEF-02492,BMP-2 Sarath ICV,308.5,319.5,1894,37.8,223,1.0177,6.41,199
DEF-02493,BMP-2 Sarath ICV,303.8,316.1,2520,40.5,153,0.0485,2.81,202
DEF-02494,BMP-2 Sarath ICV,300.0,310.1,1606,79.6,131,0.0536,3.13,211
DEF-02495,BMP-2 Sarath ICV,294.5,306.2,1138,73.4,17,0.0786,2.93,153
DEF-02496,Su-30MKI Fighter,301.4,312.0,1866,64.8,22,1.1227,6.5,168
DEF-02497,T-90 Bhishma MBT,304.8,314.2,2165,78.3,8,0.0438,3.18,193
DEF-02498,Arjun Mk-II MBT,298.3,311.8,1574,29.2,4,0.0527,3.23,183
DEF-02499,Su-30MKI Fighter,293.9,302.8,2138,84.8,241,0.166,3.72,156
DEF-02500,Su-30MKI Fighter,304.1,316.2,2219,85.6,73,0.1893,3.54,180
DEF-02501,T-90 Bhishma MBT,305.3,313.4,2164,67.1,213,0.0629,2.96,219
DEF-02502,BMP-2 Sarath ICV,300.7,313.3,1825,81.8,90,0.0385,2.8,196
DEF-02503,T-90 Bhishma MBT,295.1,304.2,2405,33.2,25,0.8112,5.36,166
DEF-02504,BMP-2 Sarath ICV,304.2,317.4,2869,65.4,39,0.0475,2.93,216
DEF-02505,K9 Vajra Howitzer,311.6,320.9,2221,71.6,74,0.0607,3.05,173
DEF-02506,BMP-2 Sarath ICV,302.2,313.4,2417,67.5,213,0.0452,2.83,171
DEF-02507,BMP-2 Sarath ICV,309.1,319.2,1429,56.9,27,0.0748,3.13,149
DEF-02508,K9 Vajra Howitzer,306.3,317.1,1619,35.9,177,0.0351,2.81,169
DEF-02509,Arjun Mk-II MBT,296.7,311.2,2210,75.0,87,0.0396,3.21,157
DEF-02510,Su-30MKI Fighter,301.7,314.2,1334,51.9,107,0.061,2.85,161
DEF-02511,T-90 Bhishma MBT,302.0,312.5,1118,82.7,60,0.0389,3.12,159
DEF-02512,BMP-2 Sarath ICV,311.5,325.1,2774,85.2,67,0.06,3.19,198
DEF-02513,Su-30MKI Fighter,295.8,306.2,1757,20.3,220,0.1014,3.07,176
DEF-02514,T-90 Bhishma MBT,294.3,302.9,2890,77.2,193,0.9777,6.19,189
DEF-02515,Arjun Mk-II MBT,303.1,311.6,1822,14.7,181,0.0669,2.88,182
DEF-02516,Arjun Mk-II MBT,297.2,309.5,1776,33.9,93,0.0646,3.23,178
DEF-02517,Arjun Mk-II MBT,308.6,322.2,1749,37.3,12,0.0448,2.91,218
DEF-02518,K9 Vajra Howitzer,298.0,306.7,2237,75.1,173,0.06,2.82,209
DEF-02519,Su-30MKI Fighter,299.4,312.5,2841,57.7,244,0.2073,3.66,201
DEF-02520,T-90 Bhishma MBT,310.5,318.7,2187,63.0,40,0.0434,3.05,186
DEF-02521,BMP-2 Sarath ICV,306.1,320.0,1371,16.6,206,0.0626,3.0,145
DEF-02522,Arjun Mk-II MBT,298.0,307.8,1586,75.6,93,0.0589,2.96,218
DEF-02523,Arjun Mk-II MBT,298.3,310.6,1794,31.5,16,0.1525,3.67,205
DEF-02524,Su-30MKI Fighter,295.5,303.5,1845,61.2,213,0.0766,3.05,148
DEF-02525,Arjun Mk-II MBT,294.1,304.0,2200,68.1,192,0.2074,3.48,153
DEF-02526,K9 Vajra Howitzer,308.9,319.1,1332,67.2,30,0.0503,2.8,211
DEF-02527,Arjun Mk-II MBT,307.6,318.0,1405,69.5,37,0.1412,3.38,211
DEF-02528,BMP-2 Sarath ICV,306.0,320.3,2472,59.3,35,0.0397,3.3,186
DEF-02529,Arjun Mk-II MBT,299.3,313.1,2454,26.3,146,0.173,3.33,198
DEF-02530,Arjun Mk-II MBT,309.1,322.2,1948,22.6,128,1.1373,6.36,147
DEF-02531,BMP-2 Sarath ICV,293.6,304.3,1716,64.6,217,0.036,3.26,201
DEF-02532,T-90 Bhishma MBT,297.1,310.1,2195,74.8,99,0.0372,3.24,153
DEF-02533,T-90 Bhishma MBT,310.1,324.8,2737,81.8,240,0.0504,3.23,216
DEF-02534,BMP-2 Sarath ICV,307.4,315.8,1276,57.6,238,0.0322,3.23,212
DEF-02535,T-90 Bhishma MBT,311.4,324.8,2266,12.9,125,0.0556,2.99,169
DEF-02536,BMP-2 Sarath ICV,296.1,304.8,1181,39.3,196,1.1832,6.7,158
DEF-02537,T-90 Bhishma MBT,305.5,320.5,2627,26.9,187,0.0371,3.06,173
DEF-02538,K9 Vajra Howitzer,305.9,316.6,1922,19.7,65,1.3768,7.29,156
DEF-02539,T-90 Bhishma MBT,304.3,315.0,2551,17.2,130,0.0421,3.2,216
DEF-02540,BMP-2 Sarath ICV,299.6,311.6,1748,85.9,18,0.0742,2.89,187
DEF-02541,BMP-2 Sarath ICV,298.9,313.6,1381,76.7,0,0.0532,3.13,141
DEF-02542,BMP-2 Sarath ICV,298.5,308.9,1931,61.7,95,0.0543,3.05,211
DEF-02543,Arjun Mk-II MBT,302.7,312.4,1702,77.9,79,0.0368,2.89,204
DEF-02544,Su-30MKI Fighter,294.9,308.5,1449,84.3,87,0.052,3.23,152
DEF-02545,Arjun Mk-II MBT,299.0,308.2,1101,80.1,8,0.0317,3.23,155
DEF-02546,Arjun Mk-II MBT,304.9,318.5,2153,72.1,5,1.3827,7.45,165
DEF-02547,BMP-2 Sarath ICV,303.4,318.0,2283,39.3,44,0.0754,3.3,195
DEF-02548,K9 Vajra Howitzer,295.7,309.3,2289,62.9,158,0.2394,3.92,214
DEF-02549,T-90 Bhishma MBT,311.5,322.6,2226,42.6,187,1.4105,7.14,175
DEF-02550,Su-30MKI Fighter,301.1,313.8,1113,15.4,66,0.0713,3.34,185
DEF-02551,Arjun Mk-II MBT,306.4,321.0,1749,15.5,145,0.5818,4.97,151
DEF-02552,BMP-2 Sarath ICV,304.9,315.0,1706,51.0,103,0.0481,2.87,177
DEF-02553,T-90 Bhishma MBT,300.1,310.9,1305,29.9,165,1.1344,6.43,146
DEF-02554,BMP-2 Sarath ICV,294.4,308.8,2394,47.5,11,0.0453,3.29,141
DEF-02555,K9 Vajra Howitzer,300.4,314.2,1539,51.0,111,0.0528,2.9,146
DEF-02556,Arjun Mk-II MBT,299.4,308.0,1655,65.7,221,0.1053,3.49,205
DEF-02557,T-90 Bhishma MBT,298.2,307.7,1185,42.8,142,0.0733,2.87,192
DEF-02558,K9 Vajra Howitzer,311.1,321.9,2746,24.8,99,0.0436,2.79,187
DEF-02559,Arjun Mk-II MBT,305.9,317.3,1103,75.8,155,0.0643,3.05,198
DEF-02560,Arjun Mk-II MBT,307.6,320.6,1104,28.2,150,0.8029,5.29,162
DEF-02561,Arjun Mk-II MBT,308.7,319.6,1443,62.6,192,0.0743,2.99,213
DEF-02562,T-90 Bhishma MBT,305.2,317.7,2236,45.9,72,0.0523,3.34,162
DEF-02563,T-90 Bhishma MBT,307.9,321.6,1815,44.7,232,0.0473,2.96,164
DEF-02564,T-90 Bhishma MBT,308.4,322.5,1702,19.9,101,0.0662,2.99,154
DEF-02565,Arjun Mk-II MBT,297.0,307.9,2120,72.1,239,0.56,4.95,175
DEF-02566,T-90 Bhishma MBT,311.5,320.1,1592,78.7,202,0.0426,2.89,183
DEF-02567,Su-30MKI Fighter,296.7,310.8,2708,44.0,109,0.0743,2.89,177
DEF-02568,K9 Vajra Howitzer,309.0,319.1,2779,71.4,52,0.4075,3.93,212
DEF-02569,BMP-2 Sarath ICV,293.2,301.4,1137,85.6,113,0.0363,2.82,202
DEF-02570,Su-30MKI Fighter,293.0,302.2,2525,23.0,197,0.0559,2.94,208
DEF-02571,BMP-2 Sarath ICV,295.1,307.7,2716,86.4,242,0.0346,2.78,208
DEF-02572,Su-30MKI Fighter,298.9,313.5,2845,16.0,120,0.0646,2.86,208
DEF-02573,BMP-2 Sarath ICV,304.6,318.2,2045,31.2,200,0.0708,3.01,145
DEF-02574,T-90 Bhishma MBT,305.3,317.1,1321,15.5,180,0.069,3.02,217
DEF-02575,K9 Vajra Howitzer,309.9,324.3,2067,63.8,111,0.0467,2.92,158
DEF-02576,Su-30MKI Fighter,297.8,308.2,1490,60.5,129,0.174,3.2,174
DEF-02577,K9 Vajra Howitzer,295.1,303.5,2721,14.2,3,0.0568,3.02,179
DEF-02578,T-90 Bhishma MBT,297.6,312.5,1216,42.1,229,0.0437,2.9,150
DEF-02579,K9 Vajra Howitzer,293.1,301.9,2343,15.3,22,0.0783,3.18,146
DEF-02580,K9 Vajra Howitzer,311.4,325.3,2625,53.7,115,0.1711,3.62,169
DEF-02581,Su-30MKI Fighter,295.1,303.4,2085,32.3,223,0.2158,3.72,186
