engine_id,altitude_ft,mach_number,total_temp_k,combustor_pres_psi,bleed_enthalpy,bypass_ratio,ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
TURBO-SU30-02448,19675,0.76,591.8,348.4,385.2,6.13,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02449,15635,0.95,568.5,333.8,389.8,5.73,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02450,27643,0.81,583.7,434.7,394.0,7.72,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02451,13169,0.5,533.5,528.9,416.9,8.19,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02452,33237,0.73,558.4,507.1,418.4,6.33,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02453,37874,0.91,626.0,536.1,407.7,6.86,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02454,17127,0.59,630.9,499.8,418.1,5.94,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02455,12227,0.68,571.9,387.1,405.3,7.65,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02456,23358,0.66,601.0,334.9,416.6,6.48,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02457,18899,0.94,517.8,518.0,411.3,5.93,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02458,14615,0.78,599.7,421.0,387.2,8.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02459,18690,0.85,623.4,351.8,421.0,7.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02460,14119,0.65,590.1,429.5,385.3,6.55,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02461,23241,0.48,545.4,557.5,388.3,5.36,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02462,27097,0.58,514.3,339.8,391.7,8.72,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02463,32181,0.54,624.7,501.8,403.6,6.44,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02464,32873,0.74,571.7,458.7,409.7,7.43,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02465,33872,0.73,569.3,388.0,412.7,7.1,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02466,27976,0.57,530.5,470.8,387.6,7.44,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02467,10930,0.76,628.2,413.8,397.5,7.18,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02468,16398,0.97,519.7,480.8,385.5,6.01,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02469,32112,0.65,542.7,377.2,413.9,6.67,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02470,19869,0.89,573.0,519.2,413.2,7.51,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02471,29057,0.54,539.2,554.1,400.4,7.66,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02472,12107,0.85,544.4,380.8,400.0,7.64,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02473,33810,0.55,620.9,467.0,388.1,7.38,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02474,16340,0.98,615.0,503.2,423.4,7.01,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02475,30177,0.71,613.1,551.0,423.1,5.68,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02476,23145,0.87,609.5,468.9,420.1,6.05,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02477,21999,0.89,610.2,471.3,393.6,8.15,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02478,35743,0.84,539.2,337.6,413.2,6.4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02479,36232,0.49,566.4,542.5,423.1,5.94,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02480,36551,0.87,614.0,329.5,386.9,6.14,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02481,27194,0.53,553.8,505.8,418.2,7.0,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02482,13856,0.95,638.3,406.1,411.2,6.37,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02483,11601,0.54,621.1,510.5,386.0,5.55,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02484,22635,0.74,556.1,473.4,395.1,7.12,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02485,22622,0.83,621.4,344.8,390.3,7.42,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02486,27540,0.58,625.1,324.8,400.1,8.6,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02487,18750,0.67,585.0,528.2,390.1,7.69,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02488,36368,0.97,600.4,447.5,405.1,7.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02489,35102,0.56,624.0,557.9,394.2,6.22,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02490,35497,0.62,639.0,431.4,407.9,7.2,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02491,10006,0.57,637.1,479.1,403.3,5.71,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02492,15028,0.76,562.5,394.5,390.8,7.42,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02493,17589,0.87,628.8,486.5,412.9,7.08,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02494,23802,0.64,623.2,326.2,398.9,8.25,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02495,33519,0.75,599.2,503.8,409.6,7.53,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02496,31095,0.76,563.4,393.6,407.6,5.85,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02497,14278,0.91,553.5,532.5,392.7,5.37,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02498,12724,0.49,544.9,408.7,392.2,7.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02499,12795,0.76,627.0,344.3,386.1,5.38,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02500,12636,0.48,557.1,371.1,402.0,5.24,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02501,21039,0.85,566.8,329.8,415.4,7.26,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02502,34905,0.74,521.4,544.0,386.4,7.16,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02503,17884,0.74,610.7,534.3,404.2,5.79,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02504,22143,0.65,584.7,345.9,397.7,8.27,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02505,20393,0.72,583.3,558.6,403.6,8.67,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02506,23073,0.78,520.6,485.0,416.9,7.38,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02507,14927,0.91,591.7,435.9,420.3,8.42,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02508,35562,0.77,546.8,375.5,400.3,5.45,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02509,19227,0.91,569.6,467.3,411.2,5.69,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02510,23260,0.76,513.7,467.6,411.6,8.1,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02511,20204,0.74,574.5,341.8,412.3,6.3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02512,13247,0.6,562.6,350.3,398.9,6.68,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02513,15763,0.89,637.3,399.5,406.3,5.55,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02514,14762,0.83,569.4,475.5,392.2,5.26,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02515,14880,0.98,577.8,387.1,398.7,7.89,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02516,29382,0.49,548.9,341.7,396.4,6.93,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02517,24220,0.54,516.4,347.7,418.5,5.97,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02518,17422,0.54,532.6,487.5,424.3,7.86,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02519,17233,0.77,573.8,535.0,405.5,5.52,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02520,30702,0.67,570.0,393.3,398.6,5.65,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02521,29832,0.51,578.7,473.6,386.6,7.35,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02522,10572,0.53,546.4,527.9,418.5,6.82,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02523,12869,0.56,529.9,437.6,395.5,6.6,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02524,31700,0.48,621.6,517.7,421.9,5.27,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02525,29621,0.6,554.0,416.3,424.8,8.79,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02526,37595,0.79,614.5,523.1,412.1,6.96,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02527,11595,0.73,606.3,524.3,410.6,5.38,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02528,14541,0.67,602.3,478.4,414.8,6.43,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02529,13578,0.51,617.0,540.8,414.2,8.1,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02530,23223,0.49,561.9,433.0,394.3,8.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02531,24228,0.5,545.1,514.4,403.0,8.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02532,18446,0.49,535.9,384.1,403.1,7.4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02533,32458,0.94,562.4,514.4,397.3,7.83,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02534,24790,0.65,638.3,334.8,386.9,8.09,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02535,21510,0.98,565.8,432.7,389.2,6.8,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02536,12564,0.48,547.5,486.8,396.6,8.22,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02537,23264,0.51,588.4,418.7,417.9,8.28,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02538,21642,0.83,620.5,386.4,403.6,7.64,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02539,32846,0.45,616.5,345.8,416.5,5.27,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02540,18947,0.86,575.4,503.3,421.9,7.28,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02541,27634,0.56,607.6,479.0,405.5,7.5,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02542,37262,0.78,563.1,501.9,392.3,6.42,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02543,21953,0.86,575.2,369.3,421.8,7.58,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02544,26917,0.84,525.9,403.5,411.1,7.25,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02545,20500,0.9,601.4,513.2,412.2,5.46,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02546,27587,0.67,558.0,419.2,389.2,8.1,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02547,10035,0.53,536.4,472.6,405.9,6.31,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02548,19636,0.81,588.2,422.0,405.8,5.48,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02549,31668,0.94,588.2,514.2,424.8,5.5,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02550,22726,0.59,573.9,440.6,421.2,8.38,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02551,11880,0.93,572.4,520.5,386.1,5.23,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02552,16020,0.68,623.5,544.5,408.3,7.26,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02553,24831,0.73,565.7,548.6,400.3,5.94,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02554,27913,0.55,520.2,558.1,400.4,6.02,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02555,20593,0.73,620.7,418.7,412.1,6.12,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02556,37313,0.91,570.9,549.9,412.8,8.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02557,24873,0.62,532.3,339.1,398.8,7.01,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02558,15707,0.61,555.4,326.5,412.1,6.59,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02559,19407,0.83,627.7,386.6,413.8,8.68,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02560,12487,0.69,558.6,473.5,413.9,7.95,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02561,22833,0.64,621.4,496.1,400.3,5.68,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02562,19361,0.55,633.4,489.9,409.0,8.5,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02563,35709,0.83,624.3,321.0,404.5,8.58,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02564,35435,0.92,581.8,344.4,395.6,8.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02565,36854,0.57,544.9,485.4,412.3,6.64,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02566,31133,0.78,626.6,350.4,389.9,8.31,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02567,13878,0.86,589.3,369.5,405.4,8.68,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02568,11662,0.94,570.1,515.8,388.3,7.54,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02569,14252,0.81,561.5,415.8,386.0,7.64,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02570,23865,0.88,582.4,452.8,399.8,5.64,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02571,28152,0.71,613.9,373.6,399.7,5.66,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02572,24405,0.72,626.4,392.8,414.2,7.63,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02573,37621,0.96,558.3,461.0,401.6,7.55,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02574,13130,0.52,528.7,498.1,419.0,5.55,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02575,29053,0.87,562.4,368.2,386.1,7.52,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02576,20186,0.93,595.6,406.4,404.8,7.1,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02577,19205,0.57,538.6,386.1,411.7,7.66,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02578,24053,0.51,523.6,540.2,392.0,5.35,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02579,14939,0.51,528.7,524.1,388.5,5.86,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02580,17921,0.86,523.1,413.1,391.7,6.86,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02581,12317,0.67,545.0,450.9,398.4,6.35,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02582,34526,0.89,526.5,558.3,396.6,5.31,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02583,35754,0.49,537.9,550.0,412.5,6.88,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02584,30494,0.9,622.1,488.5,400.8,8.65,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02585,37240,0.83,561.5,388.7,396.4,7.64,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02586,20564,0.95,512.4,484.5,390.1,8.54,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02587,37279,0.58,522.0,497.2,389.9,5.55,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02588,24857,0.54,532.7,457.9,409.9,5.53,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02589,30567,0.77,607.9,486.8,397.1,6.94,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02590,30922,0.65,515.1,554.4,409.3,6.78,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02591,23282,0.77,568.0,389.4,411.7,7.98,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02592,36347,0.87,584.7,465.4,420.3,7.62,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02593,26264,0.76,512.3,494.9,411.6,6.63,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02594,37905,0.47,537.3,323.1,409.1,6.52,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02595,32781,0.71,570.1,369.8,391.6,7.94,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02596,12964,0.95,542.2,343.8,419.7,6.07,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02597,33264,0.83,556.1,374.9,414.8,5.46,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02598,19924,0.85,543.5,337.5,393.5,8.34,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02599,14384,0.56,592.0,493.2,409.4,8.64,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02600,16075,0.94,609.4,493.6,411.6,5.23,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02601,19545,0.93,638.9,520.9,415.1,7.77,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02602,25998,0.72,631.3,383.6,421.5,8.62,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02603,12745,0.88,632.2,439.0,423.9,5.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02604,15467,0.86,546.1,541.4,421.7,7.14,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02605,35140,0.73,541.9,445.3,415.7,5.22,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02606,22819,0.45,597.1,544.0,388.6,7.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02607,17619,0.45,515.1,541.1,398.2,8.53,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02608,25770,0.95,562.6,431.8,404.4,5.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02609,30336,0.97,561.8,427.4,407.8,6.06,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02610,25724,0.91,624.1,481.3,389.0,7.49,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02611,13698,0.68,634.9,416.9,420.6,5.68,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02612,11301,0.51,636.6,331.0,409.7,6.29,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02613,33948,0.59,567.9,365.4,391.3,6.78,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02614,28947,0.69,530.1,550.3,399.7,6.52,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02615,14955,0.53,567.7,483.2,416.3,8.64,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02616,10278,0.45,565.0,552.1,421.7,5.82,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02617,32711,0.87,577.2,435.2,385.8,5.82,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02618,20011,0.78,586.6,524.3,407.8,8.68,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02619,13361,0.66,600.9,404.2,390.9,8.18,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02620,11905,0.94,538.3,458.3,396.1,5.57,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02621,18786,0.62,549.7,505.0,396.4,6.87,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02622,11198,0.54,582.4,557.6,424.0,5.77,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02623,32153,0.72,551.6,421.5,420.2,7.84,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02624,26311,0.65,548.5,366.2,419.4,7.58,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02625,11878,0.65,624.9,468.4,410.4,7.81,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02626,21028,0.67,600.8,328.1,413.3,6.64,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02627,23098,0.73,618.7,470.6,409.2,6.61,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02628,14551,0.98,565.1,344.3,397.0,6.78,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02629,27722,0.53,523.6,463.2,405.4,7.55,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02630,13973,0.81,579.3,453.4,399.6,7.98,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02631,33866,0.45,574.9,485.8,402.2,5.31,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02632,31722,0.5,526.6,550.2,407.7,7.49,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02633,35015,0.69,565.5,477.6,398.1,8.63,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02634,25680,0.78,571.4,391.9,393.0,7.75,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02635,23550,0.9,529.5,434.2,421.9,6.64,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02636,27798,0.59,600.7,460.2,409.1,7.47,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02637,34691,0.61,536.1,361.3,403.4,5.67,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02638,19219,0.84,555.1,351.1,395.7,7.18,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02639,37663,0.94,639.2,438.5,394.0,8.76,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02640,13821,0.54,627.0,388.3,419.0,6.31,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02641,26114,0.79,539.9,476.3,396.0,7.62,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-02642,25551,0.95,619.3,389.7,413.0,7.47,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
