vehicle_id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
ARMOR-T90-02343,307.1,314.9,1696,16.5,40,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02344,306.0,308.0,1375,54.8,97,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02345,306.5,315.8,2788,51.0,89,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02346,306.8,309.9,1633,67.8,224,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02347,301.4,306.1,2757,50.2,136,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02348,306.4,313.1,1948,72.5,9,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02349,302.6,306.8,2141,25.3,222,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02350,302.5,308.4,1832,27.8,90,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02351,298.6,311.9,2539,63.4,230,0.63,37,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02352,299.9,307.8,2668,17.8,78,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02353,299.5,310.9,1791,62.9,8,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02354,303.2,307.4,1428,70.7,195,0.63,37,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02355,305.5,313.1,1848,31.2,216,0.23,77,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02356,303.6,309.0,2121,77.7,150,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02357,304.8,310.0,2155,47.6,172,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02358,303.0,310.9,2170,82.3,149,0.72,28,16,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02359,296.3,307.3,2360,46.6,213,0.31,69,41,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02360,304.0,316.6,1691,17.0,133,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02361,306.5,317.5,1756,35.5,67,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02362,298.1,306.4,1717,46.2,154,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02363,300.3,309.0,2208,31.9,241,0.29,71,42,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02364,299.5,308.1,1702,25.1,13,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02365,305.1,314.0,2313,59.1,64,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02366,307.8,317.5,1930,39.1,172,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02367,306.3,316.8,2467,74.1,151,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02368,295.3,317.2,1982,83.4,62,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02369,307.2,306.8,2505,76.3,0,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02370,306.2,309.1,1234,71.0,197,0.86,14,8,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02371,297.1,317.7,1213,58.9,245,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02372,305.9,308.6,1432,51.0,107,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02373,295.4,317.5,2318,69.7,68,0.37,63,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02374,296.2,307.4,1853,63.4,117,0.69,31,18,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02375,296.5,311.4,1441,62.2,97,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02376,304.8,309.0,1755,57.6,115,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02377,298.4,306.4,1710,40.2,226,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02378,306.2,312.7,2334,82.0,58,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02379,296.2,308.2,1892,47.3,79,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02380,295.3,307.5,2595,22.5,146,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02381,306.8,308.3,2513,34.0,218,0.34,65,39,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02382,298.7,314.9,1423,67.3,166,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02383,296.1,308.7,2311,43.5,71,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02384,306.1,317.3,2130,31.9,234,0.27,73,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02385,302.5,315.5,2533,68.2,148,0.66,34,20,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02386,302.3,306.8,2323,71.9,55,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02387,307.0,311.8,2185,75.5,81,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02388,304.5,305.3,2360,55.5,128,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02389,303.1,314.7,1993,69.6,83,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02390,305.1,315.5,1569,26.8,238,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02391,296.9,312.3,2391,64.7,150,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02392,302.6,314.7,1973,73.6,201,0.64,36,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02393,296.9,314.6,2066,25.9,139,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02394,300.0,306.1,2510,67.3,132,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02395,305.8,307.9,2786,22.9,138,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02396,299.2,310.1,1645,42.6,135,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02397,302.5,307.6,1433,27.5,10,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02398,297.6,311.2,1494,72.5,131,0.7,30,18,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02399,302.0,308.7,1386,17.0,102,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02400,303.2,313.4,2662,65.5,158,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02401,295.2,315.2,1573,38.2,148,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02402,307.5,315.0,1696,34.0,33,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02403,301.8,305.4,1234,72.4,175,0.68,31,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02404,297.1,307.3,1821,25.6,99,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02405,295.1,310.8,1204,41.1,100,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02406,295.1,315.6,2686,81.9,52,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02407,305.7,309.4,1602,39.8,243,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02408,307.8,313.9,1896,25.4,157,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02409,305.4,308.6,2145,70.8,195,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02410,303.2,310.2,1873,17.4,44,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02411,307.9,307.1,2113,45.7,115,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02412,303.9,308.7,2118,51.6,37,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02413,304.4,311.5,2522,19.0,246,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02414,298.2,312.7,1841,81.0,32,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02415,295.5,312.6,2043,41.1,165,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02416,303.7,316.7,2541,51.5,139,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02417,299.6,316.4,2356,75.0,86,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02418,297.6,310.5,1583,82.1,192,0.68,31,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02419,303.6,314.1,2660,37.9,30,0.23,77,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02420,304.8,309.9,1988,21.1,140,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02421,305.7,309.8,1895,17.5,26,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02422,302.6,317.8,2339,54.5,62,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02423,296.3,313.2,1454,58.9,96,0.25,75,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02424,305.5,310.2,2736,65.3,207,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02425,299.9,305.9,2175,54.0,167,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02426,307.4,313.9,2280,62.4,126,0.37,63,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02427,301.0,315.9,1976,23.5,121,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02428,297.2,306.7,1393,48.0,84,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02429,300.0,306.9,1538,47.3,62,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02430,299.4,310.7,2295,45.1,125,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02431,299.1,312.4,2739,81.7,127,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02432,295.3,314.0,1747,49.8,149,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02433,307.7,316.0,1623,76.0,137,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02434,304.7,314.8,2095,43.4,211,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02435,302.9,313.7,2093,60.1,146,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02436,302.5,310.7,1951,45.1,91,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02437,304.8,307.4,2155,18.0,30,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02438,296.3,307.4,1308,76.5,215,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02439,295.3,308.8,2583,23.3,42,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02440,295.8,314.0,2434,49.7,12,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02441,299.9,313.9,1753,22.6,180,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02442,307.8,314.8,1942,62.3,171,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02443,305.6,309.4,2550,16.3,80,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02444,302.9,307.9,2193,28.5,200,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02445,301.5,309.5,2234,28.8,71,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02446,298.6,309.5,2702,80.2,233,0.71,29,17,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02447,297.3,313.3,1603,37.2,182,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02448,303.8,314.9,1244,31.9,171,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02449,302.6,315.2,1719,50.6,224,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02450,307.1,310.4,1540,45.8,52,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02451,302.2,312.3,2732,25.8,72,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02452,301.4,317.6,1988,66.3,20,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02453,300.6,312.4,1867,26.2,196,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02454,297.8,306.6,2503,73.1,103,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02455,300.5,312.1,2573,56.6,52,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02456,295.5,308.5,1221,47.6,216,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02457,301.7,314.8,1705,82.4,122,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02458,300.7,305.5,2748,34.5,82,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02459,296.8,314.6,1263,51.8,161,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02460,296.2,307.4,2484,53.0,90,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02461,298.2,315.1,1704,46.7,103,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02462,297.5,312.7,2671,81.9,168,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02463,297.5,305.8,2540,40.7,183,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02464,302.9,311.9,1706,16.2,67,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02465,297.2,313.6,1562,57.7,44,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02466,307.4,310.7,2746,56.4,216,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02467,305.7,305.5,2560,59.7,15,0.29,71,42,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02468,303.7,309.1,1647,80.3,173,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02469,295.4,307.7,2352,59.2,122,0.29,71,42,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02470,297.4,308.2,1395,31.5,47,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02471,303.8,308.8,1798,57.7,213,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02472,307.2,313.5,2562,47.9,191,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02473,302.0,313.8,2443,65.2,66,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02474,296.6,317.0,2624,83.6,15,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02475,307.3,313.6,1401,59.3,166,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02476,300.5,313.9,1421,49.7,212,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02477,297.1,306.4,1967,22.0,137,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02478,304.6,306.3,1698,56.4,156,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02479,303.9,312.1,1760,60.0,71,0.34,65,39,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02480,305.6,306.6,2470,42.1,46,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02481,299.4,310.0,2717,53.0,220,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02482,299.1,317.8,2602,75.0,204,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02483,305.5,317.0,1688,47.4,187,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02484,303.6,308.1,1365,30.9,29,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02485,305.7,308.2,1629,53.3,221,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02486,302.3,308.9,1711,79.3,10,0.67,32,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02487,297.8,310.9,2459,78.6,233,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02488,296.2,315.2,1668,57.2,15,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02489,296.1,307.6,1286,26.7,136,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02490,307.6,309.3,1925,38.5,205,0.26,74,44,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02491,307.3,312.8,1957,72.2,174,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02492,300.9,314.7,2434,69.1,174,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02493,305.2,316.8,2501,84.2,152,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02494,306.5,309.5,1509,67.4,61,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02495,302.1,310.5,2763,43.8,152,0.22,78,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02496,302.5,315.0,1764,68.6,120,0.63,37,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02497,298.1,305.7,1714,64.7,64,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02498,302.0,307.2,2757,38.9,166,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02499,307.6,307.2,1685,35.3,207,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02500,303.2,314.0,2406,57.1,129,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02501,305.6,307.5,1434,60.5,227,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02502,306.4,309.6,1996,21.1,128,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02503,303.2,311.1,1536,44.0,148,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02504,302.7,307.2,1997,46.4,98,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02505,306.7,308.0,2559,37.5,31,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02506,297.5,305.3,2382,66.6,225,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02507,305.5,306.4,1374,36.8,145,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02508,297.4,317.9,1424,50.6,211,0.27,73,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02509,297.7,311.9,2316,37.3,132,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02510,306.7,317.1,1946,82.7,21,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02511,305.3,316.4,2201,33.2,169,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02512,297.6,311.6,2129,30.8,131,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02513,301.4,317.4,2556,46.5,210,0.26,74,44,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02514,300.1,308.9,2791,26.3,146,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02515,304.6,314.9,2636,69.0,138,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02516,297.5,317.1,1928,20.9,22,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02517,301.1,314.6,1697,73.8,211,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02518,301.4,308.9,1994,34.1,230,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02519,302.3,311.4,2154,25.6,141,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02520,299.0,317.2,2568,33.0,244,0.24,76,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02521,302.2,317.7,2245,51.4,77,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02522,302.3,310.7,1543,42.7,211,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02523,296.3,315.8,1979,43.1,168,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02524,295.4,317.3,1409,20.5,108,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02525,306.2,312.3,2590,15.2,54,0.32,68,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02526,304.1,315.3,1488,73.4,210,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02527,302.9,309.9,1234,56.8,28,0.81,18,11,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02528,307.3,305.3,1793,40.8,133,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02529,307.8,308.2,2410,16.4,63,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02530,304.7,317.2,2255,82.2,131,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02531,297.1,312.7,1410,63.1,4,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02532,298.1,306.2,1344,55.2,25,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02533,305.0,317.7,2034,28.2,7,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02534,307.5,313.1,1691,58.4,108,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02535,297.2,317.3,2561,27.9,48,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02536,299.2,308.3,1320,84.6,67,1.0,12,2,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02537,300.2,305.4,2609,79.5,188,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02538,299.8,305.5,1806,35.4,221,0.38,62,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02539,299.5,314.5,2039,25.2,229,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02540,300.7,312.6,2023,72.8,3,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02541,307.2,311.7,2380,79.2,216,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02542,295.8,306.0,2217,23.9,46,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02543,305.5,308.2,1237,36.3,117,0.31,69,41,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02544,299.4,310.5,2748,63.9,163,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02545,301.2,317.0,2776,84.2,132,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02546,303.4,313.8,1578,40.5,210,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02547,303.9,313.9,2754,80.1,40,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02548,300.9,306.5,2665,65.7,90,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02549,298.5,308.1,2509,73.5,223,0.67,32,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02550,302.1,313.3,1347,37.2,83,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02551,306.2,311.6,2772,58.6,168,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02552,298.3,312.1,1341,83.5,85,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02553,299.2,313.9,1263,28.8,110,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02554,301.4,307.1,2293,59.4,110,0.25,75,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02555,295.1,316.0,1730,17.4,139,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02556,303.8,313.4,2342,30.7,43,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
