asset_id,platform_name,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],vibration_g_rms,hydraulic_pressure_psi,ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
IND-ARMY-1076,K9 Vajra 155mm,300.0,310.4,1995,47.2,18,0.057,190,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0962,K9 Vajra 155mm,297.2,308.5,2307,31.2,41,0.0543,187,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1197,K9 Vajra 155mm,299.7,308.8,1304,21.5,34,0.0548,188,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1288,K9 Vajra 155mm,297.8,310.8,2579,19.0,33,0.0683,201,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1023,Arjun Mk-II MBT,299.7,310.9,2347,31.0,57,0.0705,205,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0646,K9 Vajra 155mm,297.4,307.2,1960,37.6,76,0.0401,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1702,NAMICA ATGM,303.5,314.2,1343,53.8,169,0.1894,163,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1678,T-90 Bhishma,306.4,315.7,2520,66.3,172,0.1723,173,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0312,BMP-2 Sarath,296.2,309.6,2288,29.9,108,0.0697,209,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0367,BMP-2 Sarath,296.1,307.9,2225,27.8,26,0.0503,206,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1483,BMP-2 Sarath,303.5,314.5,1326,65.5,149,0.1626,161,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0751,BMP-2 Sarath,298.9,307.0,1959,39.9,54,0.0641,185,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0882,BMP-2 Sarath,300.7,306.3,2214,42.8,102,0.0763,187,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1516,T-90 Bhishma,305.9,313.1,2183,52.2,125,0.2058,173,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0174,K9 Vajra 155mm,300.1,307.8,2587,21.4,17,0.0527,191,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0958,K9 Vajra 155mm,296.4,308.3,1409,29.2,59,0.0616,205,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1010,K9 Vajra 155mm,300.8,306.6,1422,47.5,93,0.0595,200,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1105,NAMICA ATGM,296.2,310.8,1744,31.4,36,0.0773,204,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1426,NAMICA ATGM,302.7,316.4,1874,62.3,129,0.1423,172,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1737,T-90 Bhishma,304.6,317.0,1646,61.6,147,0.1985,165,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0787,T-90 Bhishma,300.0,306.3,1343,19.0,59,0.0435,205,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0826,BMP-2 Sarath,298.1,306.1,1626,36.1,39,0.0468,202,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0077,Arjun Mk-II MBT,299.7,308.2,1939,28.4,97,0.0569,211,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1578,K9 Vajra 155mm,304.6,315.0,1590,60.4,144,0.1523,161,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1688,T-90 Bhishma,304.8,316.3,2593,61.0,161,0.1375,160,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0239,Arjun Mk-II MBT,297.1,306.3,1713,35.3,55,0.0527,202,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0705,T-90 Bhishma,297.4,308.2,2445,46.1,52,0.0614,213,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0180,Arjun Mk-II MBT,296.6,307.4,1845,37.1,43,0.0661,192,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0349,T-90 Bhishma,300.7,308.9,1336,32.1,71,0.0627,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1821,NAMICA ATGM,309.9,320.9,1648,73.4,232,0.8465,156,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0806,NAMICA ATGM,299.2,307.6,2331,19.1,56,0.0635,207,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1346,T-90 Bhishma,297.6,308.9,1300,20.3,21,0.0589,200,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0939,BMP-2 Sarath,296.0,309.2,2177,44.7,23,0.071,198,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0665,Arjun Mk-II MBT,296.5,307.8,1913,27.6,13,0.053,214,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1321,K9 Vajra 155mm,298.5,309.4,1421,19.5,55,0.078,213,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1858,T-90 Bhishma,311.2,319.8,1362,82.1,209,1.1065,149,0.87,13,7,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1941,NAMICA ATGM,311.4,322.2,1899,81.1,219,0.4581,151,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0521,NAMICA ATGM,299.3,308.4,2437,30.0,53,0.0534,194,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0688,BMP-2 Sarath,299.9,310.9,2114,20.4,101,0.0713,198,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1657,BMP-2 Sarath,304.3,312.2,2116,64.0,129,0.1463,171,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1981,K9 Vajra 155mm,313.2,322.7,2192,88.3,215,1.2197,144,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0003,NAMICA ATGM,300.6,306.9,1347,39.5,85,0.076,214,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0261,Arjun Mk-II MBT,297.3,309.0,1300,22.5,82,0.0744,200,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1632,Arjun Mk-II MBT,305.8,315.5,1512,56.3,166,0.1866,166,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0476,BMP-2 Sarath,298.2,306.9,2560,44.8,25,0.0785,203,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1991,T-90 Bhishma,311.5,319.3,1348,89.8,215,0.5049,152,0.83,17,10,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0428,NAMICA ATGM,298.5,307.3,2343,18.4,85,0.0545,191,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0313,NAMICA ATGM,296.5,307.1,2156,24.5,39,0.0508,197,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1295,BMP-2 Sarath,296.9,310.4,2369,38.3,86,0.0794,208,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1745,T-90 Bhishma,303.9,313.9,2081,65.5,137,0.2039,164,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0450,BMP-2 Sarath,296.8,309.2,1768,47.1,102,0.057,202,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0973,BMP-2 Sarath,300.6,310.1,1902,32.4,27,0.0658,194,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0376,T-90 Bhishma,297.9,307.5,1777,39.4,74,0.0676,208,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1238,T-90 Bhishma,300.1,309.8,1853,30.9,109,0.0627,193,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0020,K9 Vajra 155mm,299.5,309.1,1774,19.4,91,0.0709,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1647,T-90 Bhishma,304.4,312.4,2068,65.8,125,0.1747,168,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0467,NAMICA ATGM,296.1,309.8,1817,21.2,37,0.0403,201,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1903,NAMICA ATGM,313.6,321.3,1470,83.3,201,1.5889,149,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0380,T-90 Bhishma,296.9,310.3,1475,29.7,98,0.0512,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0119,K9 Vajra 155mm,298.0,307.0,2212,44.1,96,0.0548,210,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0170,Arjun Mk-II MBT,296.9,309.0,1923,23.2,96,0.0417,195,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0443,BMP-2 Sarath,300.9,306.3,2353,21.8,71,0.0519,214,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0989,K9 Vajra 155mm,297.2,306.4,2076,46.9,97,0.0778,192,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0571,Arjun Mk-II MBT,298.8,308.1,2458,20.1,36,0.0668,201,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1119,BMP-2 Sarath,297.8,310.9,2332,42.6,47,0.0747,205,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0241,T-90 Bhishma,300.4,307.8,1556,47.8,93,0.07,193,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1282,BMP-2 Sarath,296.5,310.9,2290,42.4,103,0.0526,204,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1733,NAMICA ATGM,302.1,314.0,2116,50.4,161,0.1468,176,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1149,K9 Vajra 155mm,300.7,306.3,1391,38.5,101,0.0518,193,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1799,BMP-2 Sarath,313.8,321.9,2435,70.6,201,0.6121,150,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1401,K9 Vajra 155mm,304.1,312.9,1330,66.5,133,0.1643,178,0.63,37,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0763,NAMICA ATGM,298.2,310.4,2167,46.9,94,0.073,212,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1475,NAMICA ATGM,304.4,314.0,1394,64.0,124,0.1583,165,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0707,NAMICA ATGM,299.9,308.1,2334,19.2,37,0.053,206,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0464,T-90 Bhishma,299.8,306.3,2375,34.6,90,0.0486,191,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1106,BMP-2 Sarath,296.2,310.4,2070,41.1,89,0.05,213,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0906,BMP-2 Sarath,299.6,310.3,1949,20.5,106,0.0526,204,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1435,K9 Vajra 155mm,304.6,315.3,1676,51.4,141,0.1672,167,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0869,K9 Vajra 155mm,297.1,309.5,1667,37.4,107,0.0503,196,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0335,T-90 Bhishma,299.1,308.5,2395,43.4,86,0.06,212,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1451,NAMICA ATGM,304.9,316.1,2265,51.7,150,0.1665,163,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1540,T-90 Bhishma,306.9,315.8,2422,56.2,162,0.1683,168,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1183,K9 Vajra 155mm,300.1,310.0,2033,28.0,77,0.0485,188,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1530,K9 Vajra 155mm,303.9,312.2,2069,58.5,121,0.1353,182,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1028,BMP-2 Sarath,297.0,306.1,1798,37.9,100,0.0677,212,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0593,Arjun Mk-II MBT,296.2,306.9,1428,44.0,108,0.0532,195,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1404,K9 Vajra 155mm,306.9,312.5,1866,66.8,124,0.1307,161,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1786,T-90 Bhishma,311.7,318.3,2570,80.3,245,0.9399,155,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1323,NAMICA ATGM,299.5,306.1,1524,21.4,14,0.0718,212,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0682,NAMICA ATGM,300.6,307.7,2189,29.6,76,0.0795,186,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1754,BMP-2 Sarath,309.5,318.1,2398,73.7,211,0.4085,153,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1985,Arjun Mk-II MBT,309.3,323.0,1349,76.1,212,0.9339,140,0.85,15,9,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0440,Arjun Mk-II MBT,300.4,309.2,2066,46.2,60,0.0766,199,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0189,NAMICA ATGM,300.7,310.2,2152,34.0,32,0.0402,202,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0505,BMP-2 Sarath,300.3,306.1,2507,23.0,77,0.0419,197,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1639,Arjun Mk-II MBT,306.8,314.2,2493,59.6,174,0.1816,170,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0728,K9 Vajra 155mm,296.6,307.5,1540,27.0,43,0.0424,212,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0437,Arjun Mk-II MBT,298.5,310.2,1667,20.3,93,0.0472,210,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0414,NAMICA ATGM,298.7,310.3,2013,25.7,24,0.0492,192,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0286,Arjun Mk-II MBT,299.3,306.6,1899,31.5,20,0.0746,185,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0697,NAMICA ATGM,298.7,307.9,1894,28.5,31,0.0475,205,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1185,BMP-2 Sarath,300.9,307.6,1972,34.9,58,0.0714,198,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1997,T-90 Bhishma,308.2,320.5,2184,70.0,199,1.3863,145,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1699,Arjun Mk-II MBT,306.7,314.9,1665,51.2,138,0.2051,178,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0155,BMP-2 Sarath,297.4,311.0,2393,35.4,63,0.0796,194,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1258,NAMICA ATGM,296.3,309.6,1836,31.5,103,0.0557,212,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0639,T-90 Bhishma,297.3,306.1,2094,24.1,40,0.0659,206,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0938,T-90 Bhishma,296.2,308.4,1808,44.4,52,0.0633,194,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0132,T-90 Bhishma,297.2,307.9,1468,45.4,21,0.0637,196,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1420,BMP-2 Sarath,304.4,317.0,1838,56.6,129,0.2044,162,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0310,Arjun Mk-II MBT,300.9,309.2,2048,28.9,88,0.0416,201,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1565,K9 Vajra 155mm,306.3,312.1,1837,54.5,175,0.189,168,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0998,BMP-2 Sarath,296.7,308.6,2103,38.5,51,0.0537,207,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0011,K9 Vajra 155mm,300.4,307.6,1358,36.0,91,0.0442,213,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0243,K9 Vajra 155mm,297.3,310.0,2007,32.3,60,0.0768,203,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1021,Arjun Mk-II MBT,298.9,307.8,1484,23.2,46,0.0756,209,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0517,T-90 Bhishma,300.6,306.2,2264,29.6,49,0.0577,195,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1354,T-90 Bhishma,299.6,307.2,1354,18.3,109,0.0619,209,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0706,K9 Vajra 155mm,299.2,306.6,1700,23.5,18,0.0452,197,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1477,BMP-2 Sarath,304.0,312.8,2407,57.8,131,0.1863,182,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1352,BMP-2 Sarath,298.2,309.4,1442,34.9,22,0.0411,201,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1387,Arjun Mk-II MBT,299.7,306.6,1696,28.6,77,0.0719,203,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0587,T-90 Bhishma,297.9,308.8,2115,22.8,91,0.0512,202,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0873,BMP-2 Sarath,298.1,308.1,1485,20.4,29,0.0605,214,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0580,T-90 Bhishma,297.0,307.1,2417,38.6,63,0.0627,200,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1226,T-90 Bhishma,299.9,310.1,2233,44.2,34,0.0636,205,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0034,Arjun Mk-II MBT,297.3,307.0,1797,18.9,80,0.0431,197,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0209,BMP-2 Sarath,299.1,310.7,1646,31.1,94,0.0626,200,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1947,BMP-2 Sarath,308.4,322.6,2514,88.4,233,1.2549,143,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0854,K9 Vajra 155mm,297.8,307.3,1971,45.3,63,0.0735,214,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1849,K9 Vajra 155mm,308.8,319.2,1650,87.2,193,1.0304,135,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0993,T-90 Bhishma,300.2,310.7,2551,38.0,89,0.0583,212,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1823,K9 Vajra 155mm,308.3,323.1,1983,71.8,236,0.7494,151,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1365,K9 Vajra 155mm,296.4,307.0,2340,44.2,59,0.0713,205,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1613,BMP-2 Sarath,304.0,315.3,1393,63.8,176,0.1565,183,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1165,BMP-2 Sarath,300.0,310.2,2560,19.7,95,0.0781,197,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1621,K9 Vajra 155mm,303.3,312.7,1447,56.7,159,0.2144,180,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0378,BMP-2 Sarath,300.3,310.0,1617,20.7,35,0.0411,208,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0421,T-90 Bhishma,298.6,310.9,1839,38.4,74,0.0679,185,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1206,Arjun Mk-II MBT,300.4,309.0,1404,44.5,79,0.059,195,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0350,NAMICA ATGM,298.2,306.1,1383,35.5,67,0.0555,200,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0979,Arjun Mk-II MBT,297.6,309.3,2213,22.9,53,0.0787,193,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1715,BMP-2 Sarath,303.6,316.0,2573,67.1,168,0.1294,177,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0150,T-90 Bhishma,297.4,307.2,1721,43.2,86,0.0514,190,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1095,BMP-2 Sarath,297.4,308.1,1535,24.7,54,0.0473,196,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0014,BMP-2 Sarath,297.7,309.9,1524,27.6,93,0.0401,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1791,T-90 Bhishma,310.2,323.1,2261,79.3,234,1.2197,158,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0612,K9 Vajra 155mm,300.0,307.2,1897,26.1,30,0.0486,188,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0789,Arjun Mk-II MBT,300.7,310.0,1500,38.8,34,0.0403,212,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1283,Arjun Mk-II MBT,299.4,306.9,1589,35.6,57,0.041,209,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0632,T-90 Bhishma,297.6,309.3,1999,18.3,86,0.0589,209,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1357,NAMICA ATGM,296.2,306.9,2132,29.4,62,0.0457,202,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0696,K9 Vajra 155mm,296.1,308.6,2298,30.0,59,0.0569,212,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0448,NAMICA ATGM,298.4,308.7,1968,28.0,40,0.0743,196,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0924,K9 Vajra 155mm,296.2,306.7,2469,31.3,46,0.0563,185,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0249,Arjun Mk-II MBT,297.9,310.8,1992,27.3,91,0.054,207,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1979,Arjun Mk-II MBT,308.6,321.8,2301,84.8,233,1.0849,138,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0372,NAMICA ATGM,301.0,310.4,1313,43.5,38,0.0585,207,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0836,K9 Vajra 155mm,299.4,307.6,1304,23.7,57,0.0712,188,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0791,T-90 Bhishma,301.0,309.0,1746,35.4,71,0.0412,209,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1921,T-90 Bhishma,311.5,319.0,1791,79.5,202,0.8219,136,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0502,Arjun Mk-II MBT,299.0,309.9,2088,46.7,46,0.0648,198,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0600,K9 Vajra 155mm,300.6,306.1,2577,43.4,12,0.0554,213,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1022,K9 Vajra 155mm,298.8,307.9,2014,24.8,75,0.0617,200,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1636,BMP-2 Sarath,304.4,312.0,2058,54.0,180,0.2191,171,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0075,Arjun Mk-II MBT,298.3,308.9,2187,20.8,19,0.0565,188,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0400,T-90 Bhishma,298.6,306.6,1903,25.0,38,0.0695,185,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1951,BMP-2 Sarath,310.4,320.4,1598,84.9,194,0.5351,144,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1413,NAMICA ATGM,304.6,315.5,2015,56.7,147,0.1543,166,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
